제목,기사 내용
"경기반월시화산단, 재난·안전사고 '제로' 도전","한국산업단지공단 경기지역본부는 노후기반시설과 기업의 정주여건 개선 및 재난·안전사고에 대한 통합관제체계 구현을 위해 추진한 '스마트그린산단 통합관제센터 구축 사업'을 지난달 24일 준공하였다고 4일 밝혔다.

이번 사업은 2020년부터 한국산업단지공단 경기지역본부와 안산시, 시흥시에서 국비 84.3억원, 지방비 총 14.2억원을 투입하여 1·2단계 편의시설(IOT 기반 가로등 및 CCTV 구축 등) 확충 사업에 이어 마지막 3단계 '스마트그린산단 통합관제센터 구축 사업'으로 추진하였다.

가로등 구축 사업은 4449개소(시흥시 2855개소, 안산시 1594)의 노후 가로등을 스마트화의 기초인 LED 가로등으로 교체하여 밝기와 에너지 절감에 중점을 두는 동시에, 차량의 동작을 감지하는 센서와 주변 환경에 따라 밝기를 자동 조절하는 조명제어장치를 구축하였다.

방범용 CCTV 54개소(시흥시 23개소, 안산시 31개소)와 미세먼지 측정시설 6개소, 화재감지센서 6개소를 설치하여 미세먼지 측정은 물론 지능형 선별관제시스템을 연계하여 화재, 쓰러짐, 버려짐 행동 등을 감지할 수 있도록 하였다.

무엇보다 1, 2단계 구축한 'IOT 기반 가로등 및 CCTV 구축사업'의 에너지 절감효과가 눈에 띄는데, 기존 도로조명 대비 55% 에너지 절감 효과와 LED 교체로 인한 50% 이상의 밝기 개선, 지난 6개월 기준 126,343kWh 전력 감소와 이산화탄소 82,123kg 절감 효과를 보였고, 이번 3단계 사업을 완료함에 따라 이러한 에너지 절감효과는 더욱 뚜렷해질 전망이다.

특히 이번 3단계 사업인 '스마트그린산단 통합관제센터 구축 사업'은 기존 시흥시 통합관제센터의 시설을 활용하여 추진하였으며, 산단 특화시스템으로 화재감시 열화상 카메라(4개소)와 전기화재예방센서(15개업체 199ch), 그리고 안심스테이션_정류장(9개소) 설치를 추진하여 통합관제센터와 유기적인 실시간 관제가 이루어지도록 하였다.

이번 3단계 사업 완료에 따라 각종 사건·사고에 능동적이고 신속한 대응으로 시민의 생명과 기업의 재산권 보호 그리고 산업단지에 특화된 도시안전망 강화가 이루어질 전망이다.

박진만 본부장은 “스마트그린산단 통합관제센터 구축 사업으로 산단 근로자들이 안심하고 안전하게 생활할 수 있는 사업단지 환경이 제공될 것으로 기대된다”면서 스마트그린 산업단지를 위해 지속적인 모니터링과 추가적인 개선사업을 추진할 것""이라고 말했다.

mih2580@hanmail.net

저작권자 © 신아일보 무단전재 및 재배포 금지"
"""광케이블 대체하나"" LS전선, 5G급 PoE 케이블 출시","케이블 1 선으로 180m, 5Gbps·100W 전력·통신 동시 가능

LS전선 직원이 데이터센터에서 PoE케이블을 점검하고 있다.ⓒLS전선

LS전선은 5G급 PoE(Power over Ethernet) 케이블을 출시했다고 4일 밝혔다. PoE는 세계 최고의 통신속도를 지원하는 제품이다.





이번 신제품(Simplewide™ 2.0)은 다채널 카메라와 고화질 CCTV 등에 사용해 왔던 고가의 광케이블을 대체할 수 있을 것으로 기대되고 있다.





PoE는 케이블 하나로 데이터와 전력을 동시에 보낸다. Simplewide™ 2.0은 최장 180m 거리의 장비에 5Gbps·100W의 통신속도와 전력량을 지원한다. 기존 최고 성능은 200m 기준 1Gbps·30W였다.





5G급 통신 속도는 IP 카메라와 CCTV, 사물인터넷(IoT) 등의 고화질 영상 스트리밍과 데이터 백업 등을 가능하게 해 준다.





또한 Simplewide™ 2.0은 전력량 역시 세계 최고 수준인 100W로 증대, 모션 감지 등 고성능 기능을 가진 CCTV의 운용이 가능해졌다고 LS전선 측은 설명했다.





회사 관계자는 ""광케이블 대비 설치 비용을 40~50% 절감할 수 있으며, 전원 케이블과 콘센트를 따로 설치할 필요가 없다""며, ""지하철, 공원, 학교, 운동경기장, 스마트빌딩 등을 중심으로 수요가 확대되고 있다""고 말했다."
"LS전선, 5G급 PoE 케이블 출시… 세계 최고 속도","[법률S토리] 아트테크, 세금도 예술이네! 새로운 투자처로 미술품시장에 대한 관심 증가하고 있다. 최상위층 부자들만의 영역으로 여겨졌던 미술품시장이 이제는 일반인들도 다가 갈 수 있는 시장으로 바뀌고 있고 아트와 재테크를 결합한 아트테크(미술품투자)라는 신조어도 나왔다.미술품을 갤러리 등에서 취득할 때 부동산과 달리 취득세가 없고 부가가치세도 부담하지 않는다. 보유하는 동안 재산세 등 보유세도 없다.취득부터 보유까지는 세금에 대해 전혀 신경 쓸 필요가 없지만 향후 매도 할 때는 세금이 발생될 수 있다. 매도가격이 점당 6000만원 미만이면 내가 취득한 가격 대비 차익이 발생됐다고 하더라도 세금은 발생되지 않는다. 점당 6000만원 이상이라고 하더라도 국내 원작자가 매도일 현재 생존해 있으면 역시 차익에 대해 세금이 없다. 결국 매도시 세금 부과 대상은 매도가격이 6000만원 이상이면서 원작자가 이미 사망한 작품이거나 해외 원작자의 작품이면 세금이 발생된다는 걸 알 수 있다.미술품을 매도하면서 발생된 매매차익은 기타소득.."
"LS전선, 5G급 PoE 케이블 출시…세계 최고 속도","LS전선 직원이 데이터센터에서 PoE 케이블을 점검하고 있다. / 사진=LS전선

LS전선이 5G급 PoE(Power over Ethernet) 케이블을 출시했다고 4일 밝혔다. 세계 최고의 통신속도를 지원하는 제품이다.

LS전선은 이번 신제품(Simplewide™ 2.0)이 다채널 카메라와 고화질 CCTV 등에 사용해 왔던 고가의 광케이블을 대체할 수 있을 것으로 기대하고 있다.

PoE는 케이블 하나로 데이터와 전력을 동시에 보낸다. Simplewide™ 2.0은 최장 180m 거리의 장비에 5Gbps·100W의 통신속도와 전력량을 지원한다.기존 최고 성능은 200m 기준 1Gbps·30W였다.

5G급 통신 속도는 IP 카메라와 CCTV, 사물인터넷(IoT) 등의 고화질 영상 스트리밍과 데이터 백업 등을 가능하게 해 준다.

또한, Simplewide™ 2.0은 전력량 역시 세계 최고 수준인 100W로 증대, 모션 감지 등 고성능 기능을 가진 CCTV의 운용이 가능해졌다.

회사 관계자는 ""광케이블 대비 설치 비용을 40~50% 절감할 수 있으며, 전원 케이블과 콘센트를 따로 설치할 필요가 없다""며 ""지하철, 공원, 학교, 운동경기장, 스마트빌딩 등을 중심으로 수요가 확대되고 있다""고 말했다.

박성대 기자 / 경제를 읽는 맑은 창 - 비즈니스플러스"
"LS전선, 세계 최고 통신 속도…'5G급 PoE 케이블' 출시","[사진]LS전선 직원이 데이터센터에서 PoE 케이블을 점검하고 있다. 사진=LS전선

[포인트데일리 윤남웅 기자] LS전선이 5G급 PoE(Power over Ethernet) 케이블을 출시했다고 4일 밝혔다. 세계 최고의 통신속도를 지원하는 제품이다.

LS전선은 이번 신제품(Simplewide™ 2.0)이 다채널 카메라와 고화질 CCTV 등에 사용해 왔던 고가의 광케이블을 대체할 수 있을 것으로 기대하고 있다.

PoE는 케이블 하나로 데이터와 전력을 동시에 보낸다. Simplewide™ 2.0은 최장 180m 거리의 장비에 5Gbps·100W의 통신속도와 전력량을 지원한다.기존 최고 성능은 200m 기준 1Gbps·30W였다.

5G급 통신 속도는 IP 카메라와 CCTV, 사물인터넷(IoT) 등의 고화질 영상 스트리밍과 데이터 백업 등을 가능하게 해 준다.

또한, Simplewide™ 2.0은 전력량 역시 세계 최고 수준인 100W로 증대, 모션 감지 등 고성능 기능을 가진 CCTV의 운용이 가능해졌다.

회사 관계자는 “광케이블 대비 설치 비용을 40~50% 절감할 수 있으며, 전원 케이블과 콘센트를 따로 설치할 필요가 없다”며, “지하철, 공원, 학교, 운동경기장, 스마트빌딩 등을 중심으로 수요가 확대되고 있다”고 말했다."
"한국기술교육대서, 고용노동부 '직업계고 아이디어 챌린지' 성황리 개최","고용노동부(장관 이정식)는 최근 한국기술교육대(총장 유길상)와 함께 한기대 담헌실학관에서 ‘2023 직업계고 K-TECH 아이디어 챌린지’를 성황리에 개최했다.

‘2023 직업계고 K-TECH 아이디어 챌린지’는 고용노동부 주관 미래유망분야 고졸인력 양성사업에 참여하는 직업계고 학생들이 신기술분야 지식을 활용하여 아이디어 또는 작품 개발을 통해 학교나 직장생활 등 삶을 보다 재미있고 편리하게 바꿀 수 있는 기술창의력 경진대회로 올해 처음으로 지난 1일 개최됐다.

이번 대회는 참여학생들이 훈련프로그램에서 배운 내용을 검증하고 전공역량을 강화하여 신기술분야 전문가로 거듭나기 위해 학과별로 5명 내외의 팀을 구성해 지도교사 및 연계 훈련기관 강사의 지도를 받아 작품이나 아이디어를 만들었으며, 학과별 자체 예선을 거쳐 총 48개 팀이 대회에 참가했다.

대회에 참가한 48개 팀을 대상으로 심사기준에 따라 관련 분야 전문가들이 심사를 진행해 12개 팀이 최종 순위 결정전에 진출했으며 시상식 당일 오전 발표심사를 통해 순위를 결정했다.

이날 열띤 발표와 심사를 거친 결과 일산고등학교 바이오화장품과 아주까리팀이 영예의 대상에 선정되는 것을 비롯해 최우수상 1팀, 우수상 3팀, 장려상 5팀, 특별상 2팀 등 본선 진출 12개 팀이 수상을 했다. 대상과 최우수상에는 고용노동부장관상과 소정의 상금을 부상으로 수여했다.

대상을 받은 일산고 바이오화장품과 ‘아주까리팀’은 아주까리 씨앗 추출물의 세균 성장 억제 능력을 확인하여 천연 항생물질로의 개발 가능성을 제시하였으며, 흔치 않은 소재를 활용한 배양 기술 활용 아이디어의 참신성이 돋보여 좋은 평가를 받았다.

최우수상을 받은 광주자동화설비마이스터고 자동화설비과 ‘트래픽 마스터즈팀’은 교통체증의 문제를 해결하고자 도로의 CCTV데이터를 활용하여 신호 대기시간을 조절하는 AI 신호등으로 환경오염을 줄이고자 한 것으로, 환경이라는 문제인식 단계부터 아이디어 개발까지 체계적인 과정을 통해 결과물에 적용되는 경로가 구체적으로 제시되어 좋은 평가를 받았다.

한국기술교육대학교 유길상 총장은 “오늘 개최된 경진대회는 참여학생들의 창의력과 혁신정신이 넘치는 열정으로 가득찬 행사였다”고 말하며 “학생들이 발표한 아이디어가 산업현장에서 활용되어 미래 산업과 사회에 새로운 가치를 창출하고 더 나은 세상을 만드는 데 일조할 것을 기대한다” 고 말했다.

고용노동부 이정한 고용정책실장은 “이번 경진대회를 통해 신기술 분야 훈련을 받은 직업계고 학생들의 높은 훈련성과와 잠재력을 확인하는 자리였다”며 “정부는 직업계고 재학생에 대한 신기술 훈련을 지속적으로 확대하여, 자신의 적성에 맞는 일자리를 찾을 수 있도록 지원을 강화할 예정이며, 아울러 자격취득을 통해 취업에 필요한 역량을 갖추도록 내년에 국가기술자격 응시료를 할인(50%)해 주는 사업을 신설한다”고 밝혔다."
"엠에이치엔씨티, NIA '공공부문 이용 SaaS 개발·검증' 사업 통해 ‘noonAI D...","< 저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지 >

엠에이치엔씨티(대표이사 조판희)가 과학기술정보통신부와 한국지능정보사회진흥원(NIA)가 지원하는 '공공부문 이용 SaaS 개발·검증(2차년도)' 사업에 참여하여 ‘noonAI DIS(눈아이 디아이에스)’를 SaaS로 개발하고 본격적으로 공공 진출에 나선다고 4일 밝혔다.NIA ‘공공부문 이용 SaaS 개발·검증’ 사업은 공공부문의 민간 클라우드 기반 디지털 혁신과 산업 경쟁력 강화를 위해 진행된 사업으로, 네이버클라우드와 디딤365로 구성된 컨소시엄이 ICT·SW분야 참여기업을 대상으로 인프라 공급 및 SaaS 개발을 위한 기술지원을 했다. 참여 기업에게는 공공부문에서 이용가능한 서비스 설계·구현·시험 등 SaaS 개발 필요 비용과 개발된 SaaS의 공공시장 진출 및 판매를 위한 비즈니스(수요처 발굴 등) 지원을 최대 2년까지 지원한다.이번 사업을 통해 개발된 ‘noonAI DIS’는 AI를 통해 영상과 이미지에 존재하는 개인정보 식별요소(사람, 자동차 번호판)의 비식별화 및 암호화 프로세스를 자동화하며, 암호화된 개인정보 식별 요소를 부분 복호화(복원)할 수 있는 서비스다. 별도 인프라 구축없이 클라우드 서비스로 누구나 쉽고 빠르게 사용 가능하며 비식별화 처리 업무를 돕는다.엠에이치엔씨티는 네이버클라우드를 통해 안정적이고 고성능의 클라우드 인프라를 제공받았으며, 디딤365를 통해 ▲SaaS 개발 및 운영 노하우 ▲클라우드 보안인증(CSAP) 컨설팅 ▲마이크로서비스 아키텍처(MSA) 설계 등을 지원받았다. 디딤365는 네이버클라우드의 최고 등급 파트너로서 참여 기업들을 대상으로 SaaS 개발 관련 기술 지원/컨설팅뿐만 아니라 ▲디지털서비스 전문계약제도 소개 및 증명자료 작성 ▲조달청 '디지털서비스몰' 카탈로그 계약 소개 및 등록 교육을 지원했다.엠에이치엔씨티 조판희 대표이사는 “네이버 클라우드의 관리형 서비스를 이용하여 ‘noonAI DIS’를 개발한 결과 인프라 구축과정에서 직관적인 서비스, 그에 맞는 가이드가 존재하여 개발이 수월했다”며 “noonAI DIS는 구청에서 민원 처리 결과를 공개하거나 정보공개청구에 대한 자료를 제공하는 등 구청 업무에 활용할 수 있으며, 병원 수술실 CCTV 설치 의무화에 따라 병원 내 영상 자료 제공 목적으로 활용될 것으로 기대한다”고 밝혔다."
취객의 스마트폰 노린다…주변 서성이다 부축빼기로 슬쩍 '전과 12범',"VOD 시청 안내 어도비 플래시 플레이어 서비스 종료에 따라

현재 브라우저 버전에서는 서비스가 원할하지 않습니다.

아래 버튼을 클릭하셔서 브라우저 업그레이드(설치) 해주시기 바랍니다. 브라우저 업그레이드 및 설치

【 앵커멘트 】지하철 승강장에서 술에 취한 승객을 도와주는 척하다가 슬쩍 휴대전화를 훔친 60대 남성이 경찰에 붙잡혔습니다.범인은 동종 전과만 10번이 넘는 상습범이었는데, CCTV에 덜미가 잡혔습니다.이승민 기자입니다.【 기자 】이른 새벽 한산한 지하철역 승강장을 한 남성이 서성입니다.의자에 앉아 졸고 있는 승객 주변을 한참 맴돌더니,슬쩍 다가가 취객의 옷 주머니 속에서 스마트폰을 꺼냅니다.스마트폰을 챙긴 남성은 주머니에 손을 넣고 태연하게 걷다가 이내 황급히 달아납니다.60대 남성 A씨는 지하철역 취한 승객만을 노려 지난 10월에만 휴대전화 3대를 훔쳤습니다.▶ 인터뷰 : 김기창 / 지하철경찰대 수사계장- ""피의자의 인상착의를 토대로 이동 동선 및 추적 수사 끝에 동대문 소재 경륜장에서 체포하였고, 여죄 2건도 확인하였습니다.""A씨는 이전에도 같은 수법으로 수차례 휴대전화를 훔치다 덜미가 잡혀 복역하다가 지난 8월 출소한 것으로 드러났습니다.경찰 조사에서 A씨는 출소한 뒤 직업 없이 살다가 생활비를 마련하려고 범행했다고 진술한 것으로 전해졌습니다.▶ 스탠딩 : 이승민 / 기자- ""경찰은 특정범죄가중처벌법상 절도 혐의로 A씨를 구속하고 기소의견으로 검찰에 송치했습니다.""MBN뉴스 이승민입니다. [lee.seungmin@mbn.co.kr]영상취재 : 전범수 기자영상편집 : 박찬규"
"김희수 진도군수, ""아름답고 건강한 미래혁신 진도 만들겠다""","김희수 진도군수가 제292회 진도군의회 2차 본회의 시정연설에서 내년도 군정 운영방향을 밝혔다. [진도군]

[한국농어촌방송=권동현 기자] 김희수 진도군수가 지난 1일 제292회 진도군의회 2차 본회의 시정연설에서 내년도 군정 운영방향을 밝혔다.

김 군수는 각종 공모사업에서 11월말 현재 역대 최대 규모인 68건에 1,140억 원을 확보하는 성과를 거두는 등 진도군의 발전 잠재력과 역량을 확인할 수 있었던 중요한 한 해였다고 2023년을 평가했다.

내년도 군정운영방향은 ▲미래지향형 농수산업 집중 육성 ▲군민 모두가 행복하고 따뜻한 복지 ▲아이낳고 키우기 좋은 환경 구축 ▲문화예술 자원‧자연경관 특화 관광지 조성 ▲아름답고 쾌적한 생활환경 정비 ▲생활인구‧청년인구 유입 지방소멸 대응 ▲대규모 사회기반시설사업 국가계획 반영 등 7가지를 제시했다.

먼저 ‘미래지향형 농수산업 집중 육성’을 위해서는 농어업 현장 인력난 해소를 위한 외국인 계절근로자 입국 확대와 숙소 지원 사업을 실시하고 친환경 농기계 지원과 교육을 통해 친환경 농업단지를 확대 추진한다.

또한 수산종자 실용화센터 건립사업, 김 산업 진흥구역 지정을 추진해 수산업에 활력을 불어넣고 미래양식산업을 준비할 계획이다.

두 번째, ‘군민 모두가 행복하고 따뜻한 복지’를 위해 노인‧장애인 일자리 사업을 확대하고 노인전문요양병원 환자와 이용자들이 면회 온 가족과 편안한 시간을 보낼 수 있도록 효도방(가칭)을 조성하는 등 맞춤형 복지를 추진한다.

또한 60세 이상 어르신 무릎인공관절과 안질환 수술지원, 섬 지역 간호‧보건인력 기숙사 건립 공모를 추진해 양질의 보건의료서비스를 제공할 계획이다.

세 번째, ‘아이낳고 키우기 좋은 환경 구축’을 위해 임신‧출산‧육아 통합지원센터 조성, 난임부부 원거리 교통비 지원, 청소년 문화의 집 건립, 초‧중‧고 학생 대상 화상 영어교육 사업 등 출산‧양육‧교육 지원을 강화한다.

네 번째, ‘문화예술자원‧자연경관 특화 관광지 조성’을 위해 진도산해도경사업을 추진하고 문화예술과 첨단기술을 접목한 복합문화관광 시설을 조성해 세방낙조 아트문화타워 조성사업, 인문치유 관광루트 연계사업에 총 303억 원을 투입, 남해안 관광시대를 선도할 계획이다.

다섯 번째, ‘아름답고 쾌적한 생활환경 정비’를 위해 365 꽃피는 진도만들기 종합계획을 수립해 아름다운 녹지공간을 조성하고 체계적으로 관리해 안전하고 건강한 맨발길 조성, 주차난 해소를 위한 주차타워 건립, 회전교차로 설치, 농어촌버스 무료화, 항포구 CCTV 설치, 자연재해위험개선지구 정비 등 정주여건 개선을 추진한다.

여섯 번째, ‘생활인구‧청년인구 유입 지방소멸대응’을 위해 청년 공공임대주택 건립사업을 추진해 부족한 주거공간을 확충하고 2025년 지방소멸대응기금 투자계획을 일자리 창출, 생활인구와 청년인구 유입에 중점을 두고 효과적이고 실현 가능한 사업으로 수립할 계획이다.

마지막으로 ‘대규모 사회기반시설사업 국가계획 반영’을 위해 신 조도대교 건설과 진도해안일주도로 77호선 승격, 가사대교 건설 사업이 제6차 국도‧국지도 건설계획에 반영될 수 있도록 전남도와 국토교통부, 국회와 긴밀히 협의해 나갈 계획이다.

또한 이러한 대형 사업들을 국가계획에 반영하고 미래성장동력을 발굴하기 위해 미래전략위원회를 본격 운영해 나갈 예정이다.

김희수 진도군수는 “긴축재정 기조로 지방교부세 감액의 어려움이 있지만 올해의 성과를 원동력 삼아 내년에는 아름답고 건강한 미래혁신 진도를 만들어 갈 수 있도록 군민과 군의회의 아낌없는 성원과 협조를 부탁드린다”고 말했다.

한편, 진도군의 내년도 예산안은 올해보다 388억 원 줄어든 4,219억 원으로 불요불급한 사업과 경상경비는 축소하고 사업별 집행 시기를 고려해 예산을 편성했다."
"LS전선, 5G급 PoE 케이블 출시…""광케이블 대체 기대""","LS전선 제공

LS전선은 세계 최고의 통신속도를 지원하는 5G급 PoE(Power over Ethernet) 케이블을 출시했다고 4일 밝혔다.PoE는 데이터와 전력을 동시에 보내는 케이블이다. 이번 신제품 'Simplewide™ 2.0'은 최장 180m 거리의 장비에 5Gbps·100W의 통신속도와 전력량을 지원한다. 기존 최고 성능은 200m 기준 1Gbps·30W였다.5G급 통신속도는 IP 카메라(유무선 인터넷 연결 카메라)와 CC(폐쇄회로)TV, IoT(사물인터넷) 등 고화질 영상 스트리밍과 데이터 백업이 가능하다. 또 세계 최고 수준의 전략량으로 모션 감지 등 고성능 CCTV의 운용이 가능하다.LS전선은 이번 신제품이 다채널 카메라와 고화질 CCTV 등에 사용했던 기존의 고가 광케이블을 대체할 것으로 기대한다. 광케이블 대비 설치 비용은 40~50% 줄일 수 있고, 전원 케이블과 콘센트 설치가 필요 없는 것이 장점이다."
"정읍署, 연말연시 선제적 범죄예방 협력치안 강화","정읍경찰서(서장 김한곤)가 연말연시를 맞아 지난 1일부터 선제적 범죄예방을 위해 자율방범대와 합동순찰 등 협력치안을 강화하고 있다.

각 지구대와 파출소는 신고·사건 다발장소를 중심으로 탄력순찰을 지정하고 순찰 중 발견되는 취약개소에 대해 안전사각지대가 없도록 협력단체를 활용한 가시적 순찰활동을 실시할 예정이다.

또한 생활안전과 CPO(범죄예방진단팀)는 금은방, 편의점, 무인점포 등 범죄취약요인을 진단하는 한편 지역경찰을 통해 통보된 취약개소의 CCTV 설치 등 방범시설물을 보완할 방침이다.

김한곤 서장은 “잦은 모임과 회식 등 들뜬 분위기를 틈타 발생할 수 있는 각종 사건사고로부터 시민이 평온한 연말연시를 보낼 수 있도록 범죄예방에 만전을 기하겠다”고 전했다. 정읍=김진엽기자

저작권자 © 전민일보 무단전재 및 재배포 금지"
"LS전선, 5G급 PoE 케이블 출시…세계 최고 통신 속도","LS전선 직원이 데이터센터에서 PoE 케이블을 점검하고 있다. [사진=LS전선]

[서울경제TV=김효진기자] LS전선이 5G급 PoE(Power over Ethernet) 케이블을 출시했다고 4일 밝혔다. 세계 최고의 통신속도를 지원하는 제품이다.

LS전선은 이번 신제품 Simplewide™ 2.0이 다채널 카메라와 고화질 CCTV 등에 사용해 왔던 고가의 광케이블을 대체할 수 있을 것으로 기대하고 있다.

PoE는 케이블 하나로 데이터와 전력을 동시에 보낸다. Simplewide™ 2.0은 최장 180m 거리의 장비에 5Gbps·100W의 통신속도와 전력량을 지원한다. 기존 최고 성능은 200m 기준 1Gbps·30W였다.

5G급 통신 속도는 IP 카메라와 CCTV, 사물인터넷(IoT) 등의 고화질 영상 스트리밍과 데이터 백업 등을 가능하게 해 준다.

또한, Simplewide™ 2.0은 전력량 역시 세계 최고 수준인 100W이다. 증대, 모션 감지 등 고성능 기능을 가진 CCTV의 운용이 가능해졌다.

회사 관계자는 “광케이블 대비 설치 비용을 40~50% 절감할 수 있으며, 전원 케이블과 콘센트를 따로 설치할 필요가 없다”며, “지하철, 공원, 학교, 운동경기장, 스마트빌딩 등을 중심으로 수요가 확대되고 있다”고 말했다. /hyojeans@sedaily.com"
"고양시, 도시공원 4개소 주차장 유료화...'주차몸살' 해소","장기주차와 무단방치를 근절하고

경기 고양특례시(시장 이동환)는 장기주차와 무단방치 차량으로 주차난을 겪고 있는 도시공원 4개소에 주차장 유료화를 추진한다.

주차장 확대전 붐비던 정발산공원 주차장

주차문제가 만성적인 정발산공원 주차면을 확대하고 이용목적 외 주차와 캠핑카 무단방치로 주차가 어려운 백석공원과 행주산성역사공원, 성사체육공원의 노후된 주차장 시설을 개선 후 주차장 유료화를 통해 쾌적하고 편리한 주차환경을 조성할 계획이다.

이동환 고양특례시장은 “근린공원 주차장은 도심에 위치해 장기주차하는 차량이 많아 정작 이용객들이 주차에 많은 불편을 겪고 있다”며 “주차난 해소를 위해 공원주차장 시설을 개선하고 유료화를 추진해 장기주차와 무단방치를 근절하고 시민들에게 편리한 주차환경을 제공하겠다”고 말했다.

도심 속 대표근린공원 정발산, 백석공원…주차장 확대, 노후시설 개선

주차장 확대전 붐비던 정발산공원 주차장

고양시는 불법 장기주차로 인한 주차문제 해결과 쾌적한 주차환경 제공을 위해 이용객이 많은 도심 속 근린공원을 선별해 주차환경을 개선하고 유료화를 추진하고 있다.

정발산공원은 근린공원 중에서도 규모가 커 인근 주민뿐만 아니라 다른 지역주민들도 많이 방문하는 공원이다.

산책을 위해 공원을 이용하는 주민들 외에도 정발산 둘레길을 오르내리는 등산객들과 마두도서관 이용객, 밤리단길로 유명한 밤가시마을 방문객까지 남녀노소 가리지 않고 많은 사랑을 받고 있다.

시설개선공사와 주차면수 확대를 완료한 정발산공원 주차장

하지만 규모에 비해 주차공간이 부족해 이용객들은 주차장 내를 몇 바퀴씩 빙빙 돌며 만성적인 주차난에 시달려야 했다.

지역주민들의 주차불편 해소를 위해 인근 냉천초, 저동고 등 야간에 이용되지 않는 학교주차장을 외부에 개방하는 주차공유제를 시행하고 있지만 낮 시간에 방문하는 공원 이용객들은 여전히 주차공간 부족을 호소하곤 했다.

시는 부족한 주차공간 해결을 위해 지난해부터 정발산공원 부설주차장 주차면수를 확장하는 주차장 조성사업을 진행했다.

시설개선공사 전 백석공원

올해 초 본격적으로 공사를 시작해 지난 8월 27면을 증설하는 확장사업을 완료했다.

주차면수는 75면에서 102면으로 늘어났고 체계적인 주차관리를 위해 주차관제시스템도 설치했다.

오래된 백석공원 주차장은 시설개선공사로 주차환경이 한층 쾌적해졌다. 백석도서관과 붙어있는 백석공원은 야트막한 산이 자리잡고 있어 동네주민들의 산책 명소로 알려져 있다.

운동기구가 비치돼있어 도심 속에서 맑은 공기를 마시며 운동할 수 있고 인근에는 일산병원이 있어 환자와 보호자들도 즐겨 찾는 산책공간이다.

시설개선공사가 진행 중인 행주산성역사공원 주차장

시는 지난 8월 노후된 백석공원 주차장 시설 개선 공사를 진행했다.

울퉁불퉁한 보도블록이 깔려있던 바닥은 주차공간과 통행로를 분리해 깔끔하게 포장했고, 밤에도 안심하고 주차할 수 있도록 가로등을 새로 설치했다.

시는 정발산공원과 백석공원 주차장의 무분별한 장기주차 방지와 효율적인 관리를 위해 도시관리공사와 협의 후 유료화를 진행할 예정이다.

행주산성역사공원 주차장도 새롭게…쾌적한 주차환경 위해 유료화 추진

도로재포장 공사가 진행 중인 행주산성역사공원 주차장 인근

행주산성역사공원 주차장도 6월부터 시설개선 사업이 한창이다. 행주산성역사공원은 인근에 고양시 대표 유적지 행주산성이 있고 한강변을 따라 평화누리길 등이 조성돼있어 아름다운 경관을 즐기려는 시민들의 발걸음이 이어지는 곳이다.

그간 도심지 외곽에 위치한 행주산성역사공원주차장은 무료로 개방돼 공원 이용과 무관한 카라반, 캠핑카, 화물차 등 장기 무단방치 차량으로 민원이 빈번했다.

푸드트럭 등 불법노점 영업행위를 하거나 동호회 활동 등 목적 외로 공간을 점유하는 경우도 많아 공원 이용객들이 주차에 많은 불편을 겪어왔다.

시설개선공사 진행 예정인 성사체육공원 주차장

시는 시설개선을 위해 △차선도색 △진입도로‧주차장도로 재포장 △공원등 교체 △주차관제시스템‧씨씨티비(CCTV) 기반시설 설치 등을 진행하고 있다.

현재 막바지 공사가 진행 중으로 공사를 마치고 주차장 유료화가 실시되면 쾌적한 주차환경으로 시민들의 주차편의와 관광명소 활성화에 기여할 것으로 기대된다.

성사체육공원 역시 산책로뿐 아니라 고양국민체육센터, 테니스장 등 체육시설이 위치해 이용객들이 많은 공원 중 하나지만 공원을 이용하지 않고 다른 목적으로 주차한 차량들로 늘 빽빽한 곳이다.

성사체육공원 테니스장

시는 내년 시설개선공사를 완료하고 주차장 유료화를 추진할 예정이다."
"고양특례시, 공원주차장 유료화 추진…‘만성 주차난 해소’",
