제목,기사 내용
동해해경 독도경비함 '2023년 해경 우수 함정' 선정,"◇독도경비함 3016함.

【동해】동해해양경찰서 소속 독도경비함 3016함이 '2023년 해양경찰 최우수 함정 및 파출소 선발 평가'에서 우수함정으로 선정됐다.

동해지방해양경찰청 주관으로 속초·동해·울진·포항서 소속 경비함정 42척(48팀)을 대상으로 실시한 함정평가에서 동해해경 3016함은 각종 훈련 및 외국선박 대응, 응급환자 이송 등 상황 대응에 탁월한 실적을 인정받았다. 3016함은 본청 주관 '2023년 해양경찰 함정 성과관리 경연대회'에서 대형함 부문에서 지방청별 우수함정 4척 중 최우수함정으로도 선정됐다.

동해해경 3016함은 지난 9월 21일 국제해사기구(IMO)가 선정하는 2023년 바다의 의인상(장려상)에 선정돼 상패를 수상하기도 했다. IMO 바다의 의인상 수상은 해양경찰로 9번째, 동해해경으로는 최초다.

오영택 3016함 함장은 ""평소 직원들의 꾸준한 노력이 결실을 맺어 우수함정으로 선정됐다""며 ""동해해경은 앞으로도 국민의 생명과 안전을 위해 최선을 다하겠다""고 말했다."
"서귀포해경, 유·도선업체 직원 3명에 감사장 전달","서귀포해경이 다중이용선박 안전관리에 기여한 유.도선 업체 직원 3명에게 감사장을 전달했다. 사진 왼쪽부터 부석봉 서귀포해경 해양안전과장, 호반호텔앤리조트 지정훈 선원. ⓒ헤드라인제주

서귀포해양경찰서(서장 윤태연)는 지난 28일 다중이용선박 안전관리에 기여한 유·도선업체 직원 3명에게 감사장을 전달했다.

서귀포해경은 평소 유도선 안전관리 업무에 적극 협조하고, 안전문화 확산에 기여한 호반호텔앤리조트 소속 지정훈 선원에게 제주지방해양경찰청장 감사장을, 우림해운 고영주 전무이사와 우도랜드 윤석만 전무이사에게 서귀포해양경찰서장 감사장을 전달했다.

지정훈 선원은 지난 7월 주상절리 앞 해상 익수자 발생 시 해양경찰 수색업무에 협조하는 등 유선 안전관리에 적극 기여했으며, 우림해운 고영주 전무이사와 우도랜드 윤석만 전무이사는 성산-우도 도선 이용객의 안전과 선박사고 예방을 위해 힘쓰는 등 해양경찰 업무에 협조해 안전문화 기반 조성을 위해 노력한 공을 인정받았다.

서귀포해경 관계자는 ""탑승자가 많은 유·도선의 경우, 평소에 선박점검 등을 소홀히 하면 자칫 큰 사고로 이어질 수 있지만 평소에는 그 고마움을 놓치기 쉽다""며 ""사고 없이 안전하게 선박을 운항하고, 해양경찰 업무와 유·도선 안전관리에 적극 협조해 감사한 마음을 전했다""고 말했다. <헤드라인제주>

서귀포해경이 다중이용선박 안전관리에 기여한 유.도선 업체 직원 3명에게 감사장을 전달했다. 사진 왼쪽부터 부석봉 서귀포해경 해양안전과장, 우림해운 고영주 전무이사와 우도랜드 윤석만 전무이사 ⓒ헤드라인제주"
성동구 “도로 위 포장마차 철거한 뒤 주차장으로 정비 마쳐”,
"노원구, 5년간 아동 대상 범죄 보호구역 89곳 지정·운영",
"합천군, 여성친화도시 신규 선정... 올해 도내 유일","[이뉴스투데이 경남서부취재본부 김문숙 기자]합천군이 지난 24일 여성가족부에서 지정하는 여성친화도시에 신규 선정됐다.

군은 민선8기 출범과 함께 온 가족이 행복한 여성친화도시 합천을 위해 다양한 사업을 발굴하고 추진하는 등 많은 노력을 기울여 왔으며 마침내 이번 평가에서 결실을 맺었다고 29일 밝혔다.

'여성친화도시'란 지역정책에 여성과 남성이 동등하게 참여하고 그 혜택이 모든 주민에게 고루 돌아가면서, 여성의 성장과 안전이 보장되는 도시를 말한다.

여성가족부는 2009년부터 일상생활에서 체감할 수 있는 양성평등 정책을 추진하는 전국 기초자치단체를 대상으로 여성친화도시를 지정해 5년마다 협약하고 있으며, 합천군은 올해 처음 지정돼 12월 신규 협약 예정이다.

합천군 여성친화도시 조성 중장기 기본계획 수립 최종보고회[사진=합천군]

▲ 여성친화도시 지정을 위한 첫 도약

군은 여성친화도시 조성사업의 기반 구축을 위해 합천군 여성친화도시 조성에 관한 조례 제정을 시작으로 경남도여성가족재단과 여성친화도시 조성 중장기 기본계획 수립, 2023년 합천군 성인지 통계 구축․발간 등 정책 실현을 위한 기초를 다졌다.

또한 여성친화도시 사업 전담을 위한 인력 1명을 배치해 여성친화도시사업에 집중했으며 조성위원회 구성, 군민참여단 운영으로 군민이 행정의 파트너가 되어 민․관협업체제를 구축하는 등 여성친화도시로 가는 첫 발을 내디뎠다.

합천군, 여성친화도시 군민참여단 위촉 및 교육[사진=합천군]

▲ 군민이 정책 실현에 직접 참여! 군민참여단 구성․운영

지난 1월 공개모집을 통해 선발된 군민참여단 30명은 가족친화돌봄, 지역안전증진, 여성참여역량강화의 3개 분과로 나눠 일상생활 속 성별 불균형 요소 및 생활 불편 사항을 발굴했다.

또 여성친화도시 추진 사업에 대한 주민의견 수렴과 모니터링을 반영한 정책 개선 의견 제시 등 여성친화적 지역문화 확산을 위한 공감대 형성과 홍보활동 역할을 수행했다.

군민참여단은 지난 1년 간 총 4회 교육으로 군민참여단의 역량을 강화하는 시간을 가졌으며, 분과회의, 여성친화도시 관점의 안전모니터링, 벤치마킹, 홍보사업 등 다양한 활동을 24회간 이어갔다.

특히 군민참여단이 제안한 황강마실길 군민 안심 운동 구간 조성사업이 2024년 경상남도 주민참여예산사업 공모에 선정돼 산책로를 이용하는 군민들의 안전을 확보하는 데 기여하게 됐다.

합천군 정책개발 워크숍[사진=합천군]

▲ 부서 협업이 중요한 여성친화도시

지난 5월 기획예산담당관에서 추진한 정책개발 워크숍에서 부서 간 협업을 통해 여성친화도시 관점의 지방 소멸대응 과제가 발굴되도록 공동워크숍을 추진했다.

일자리경제과와 청년․여성 창업 지원사업 연계 추진, 군민참여단 제안사업에 대한 부서․전문가 컨설팅을 실시하는 등 부서간 협업을 강화했으며, 각 부서 담당자와 전문가로 구성된 여성일자리협의체, 여성안전실무협의체를 운영해 지역에 맞는 일자리와 안전 네트워크를 조성하는 데 기여했다.

합천매화단디학교 운영[사진=합천군]

▲ 마을 안전 이음 공동체 사업으로 합천매화단디학교 운영

군은 각종 위험으로 안전하게 생활 할 수 있는 사회분위기 조성을 위해 삼가면 신기마을에서 합천매화단디학교를 운영했다.

‘합천매화단디학교’는 합천군 군화인 ‘매화’와 단단히를 의미하는 경상도 방언‘단디’를 결합한 이름으로 ‘우리의 안전은 우리가 단단히 하자’는 의미를 담고 있다.

안전 마을 구축을 위해 성인지 및 성폭력 예방교육, 생활안전교육 등 분야별 안전종합교육을 7월 6일부터 8월 25일까지 7회기에 걸쳐 실시했다.

교육은 매 회기마다 군 노인아동여성과, 안전총괄과, 보건소, 경찰서, 소방서, 합천가정상담센터, 여성친화도시 군민참여단 등 민·관·경 협업으로 진행했다.

안전교육, 성평등 나무 만들기, 폭력 대응을 위한 푸드아트테라피, 군민참여단과 함께하는 우리 마을 모니터링 및 안전 토론회 등 주민 안전과 역량강화를 위해 다양한 프로그램을 진행했다.

‘합천 다함께 우리아이 행복센터’[사진=합천군]

▲ 가족 친화(돌봄) 환경 조성으로 여성 독박 육아 해소

2022년 경상남도 사회조사 결과 육아 및 가사분담 견해에 따르면 합천군(13.9%)은 경남(7.1%)에 비해 ‘부인이 전적으로 책임져야 한다’는 응답 비율이 높아 낮은 젠더의식으로 편중된 여성의 가사·돌봄 부담을 줄일 수 있는 정책이 필요한 실정이었다.

이에 민선8기 공약사업으로 아이키우기 좋은 합천, 돌봄서비스 기능 강화를 목표로 2022년 10월 ‘합천 다함께 우리아이 행복센터’를 준공해 모자행복쉼터, 공동육아나눔터, 다함께 돌봄센터를 신규 설치·운영했다.

또한 아이와 함께하는 수(水)려남(男)사업으로 자녀와 함께 하는 프로그램을 다양화했으며, 아빠품앗이, 아빠와 함께하는 주말 프로그램 개설, 아버지역할 지원 프로그램을 추진해 아빠의 육아 참여를 이끌어 내고 육아 참여에 긍정적인 사회 분위기 조성에 힘썼다.

아이돌봄 본인부담금 지원사업에서는 군비를 확대지원해 수혜가구를 넓히고 돌봄부담 해소에 기여했으며 아이돌봄 기관간 도담도담돌봄네트워크 구축, 합천가정상담센터와 돌봄노동자 지원 업무협약을 체결해 돌봄노동자의 권익향상을 위한 지원체계를 구축했다.

합천군 여성친화도시 거점공간 ‘잇-다’ 운영 [사진=합천군]

▲ 여성활동 거점공간 ‘잇-다’ 운영으로 여성 지역 사회 활동역량 강화

군은 지난 5월 여성활동 거점공간(‘잇-다’)을 합천복합문화센터 내에 설치했다.

여성활동거점공간은 여성의 지역사회 참여를 유도하고 네트워크 형성, 역량강화를 위해 설치됐다.

‘잇-다’ 명칭은 군민과 군민을 잇고, 여성과 여성을 잇는다는 의미를 내포하고 있으며 명칭 선정은 군민참여단의 투표로 결정됐다.

현재 여성활동 거점공간 ‘잇-다’는 여성친화도시 군민참여단과 지역 소규모 동아리 모임의 소통공간, 역량강화 프로그램 운영, 지역사회 돌봄종사자 지원 및 교류의 공간으로 활용되고 있으며, 운영결과에 따라 여성활동 거점공간을 권역별 추가 설치할 예정이다.

여성일자리 협의체 정기회의[사진=합천군]

▲ 향후 5년 간 합천군 여성친화도시 추진 방향은?

군은 여성친화도시가 정착될 수 있도록 지역 정책 추진에 여성친화적 관점을 바탕으로 군정 정책을 추진해 군민의 전반적인 삶의 질 향상에 최선을 다할 방침이다.

올해 추진한 사업에 내실을 기하고, 합천매화단디학교 사업 확대, 아빠 육아 확대, 군민참여단 활동 강화 등 민·관·경이 함께 지역 발전을 위해 연대할 수 있는 분위기 조성에 힘쓸 예정이다.

특히 합천군의 지역 특성과 군민 욕구을 반영한 사업들을 공모로 추진해 군민 한사람 한사람이 소소하게 만족하며 체감할 수 있는 사업들을 지속적으로 추진해나갈 예정이다.

김윤철 합천군수는 “민선8기 취임후 합천군정과 군민 참여를 기반으로 여성친화도시 가치를 공감하고 군민과 힘을 합해 올해 합천군이 여성친화도시에 신규 지정되는 쾌거를 이뤄냈다”며 “앞으로 남녀 모두가 함께 성장하는 으뜸 합천을 만들어 나가는 데 최선을 다 하겠다”고 밝혔다."
여성·아동 챙기는 생거진천형 통합돌봄 '주목',"여성친화도시 군민참여단 민관 합동 발대식이 열렸다. 진천군 제공

[충청투데이 김영 기자] 진천군이 전 계층을 아우르는 복지 체계 구축으로 남다른 복지 모델을 자랑하고 있다.

여성친화도시와 아동친화도시 모두에 선정된 진천군은 생거진천형 통합돌봄이라는 선진적 어르신 돌봄 시스템뿐만 아니라 소외 없는 탄탄한 복지 망을 만들어 가고 있다.

여성친화도시 3년 차를 맞은 군은 올해 총 5대 목표 43개 사업을 군청 14개 부서가 작년 대비 145% 오른 168억 2500만원을 투입해 다양한 사업을 운영했다. 특히 도내 최초로 진천군, 진천경찰서, 여성단체협의회, 자율방범연합대, 여성친화도시군민참여단 5개 단체가 업무협약을 체결하고, 야간에 매월 20~30여 명의 여성을 안심귀가 시켰다.

또 불법 촬영 카메라 점검, 역량 강화 워크숍, 민·관이 함께 듣는 성 인지 감수성 증진 교육 등 여성단체협의회와 군민참여단의 연합활동을 지원했다. 군민참여단은 신규활동 발굴에 최선을 다해 지난해 대비 233% 증가한 총 21회의 활동을 벌였다. 또한 올해 처음으로 운영한 여성 친화 기업 선정, 성매매 예방을 위한 유흥업소 점검에서도 큰 역할을 해냈다.

이 밖에도 ⟁성폭력 예방 교육 ⟁MZ세대 공직자 성 인지 감수성 교육 ⟁돌봄 활동가 육성 ⟁지역사회복지 기관 봉사활동 ⟁경력 이음 플러스 사업 등 다양한 활동을 펼쳤다.

지난해 아동친화도시 인증을 획득한 진천군은 올해는 내실 있는 사업 운영을 위한 기반을 단단히 다졌다. 특히 법률전문가·아동 상담 전문가 등으로 구성된 아동 권리 옹호관을 위촉·운영하며 실질적인 아동 권리 증진 방안을 모색했다. 분기별로 관계기관 합동으로 아동 권리 캠페인을 진행해 지역주민의 인식변화를 유도했다.

아울러 17명의 초·중·고 학생 위원으로 구성된 제2기 아동 참여위원회는 아동 관련 정책에 대한 다양한 의견을 제시했다. 이 외에도 아동 권리교육 실무협의체·아동 친화 도시 추진위원회 운영을 확대하고 10개 사업 부서 아동 친화 도시 업무추진단을 대상으로 찾아가는 간담회를 실시, 부서 간 소통 생태계도 마련했다. 그러면서 군민들이 언제든 열람할 수 있도록 아동 친화 예산서를 제작해 군 홈페이지에 알렸다.

군은 향후 조례 제·개정 및 중장기계획 수립 시 아동 영향평가를 진행해 아동 권리가 침해받는 상황을 예방하는 등 오는 2026년까지 상위 단계 인증을 목표로 노력을 지속한다는 계획이다.

군 관계자는 “아이와 여성의 안전과 권리 보호에 대한 인식과 실천이 지역민들의 마음에 안정적으로 자리할 수 있도록 실효성 있는 사업 발굴에 최선을 다하겠다”고 말했다.

김영 기자 ky58@cctoday.co.kr"
"2024 화천산천어축제안전개최 ""이상무""","얼음판 관리·주변 안전시설·대응 인력 배치

적정 입장인원 설정 등 유형별 계획 마련

[화천군 제공]

2024 얼음나라 화천산천어축제에 빈틈없는 안전 매뉴얼이 적용된다.

(재)나라는 전날 안전관리위원회를 개최해 내년 1월6일부터 28일까지 23일 간 열리는 화천산천어축제를 대비한 안전관리 계획을 확정했다고 29일 밝혔다.

안전관리 계획에는 얼음판 관리는 물론 축제장 주변 안전시설 설치, 대응인력 배치와 교육, 유관기관 협력체계 구축 등이 총망라됐다.

(재)나라는 개막 이후에는 동시에 수만 명이 입장하는 얼음판 빙질 유지와 안전에 각별한 준비를 기울이기로 했다. 축제 기간 운영되는 얼음낚시터 면적은 현장, 예약, 외국인 낚시터 등 총 6만1,654㎡에 달한다.

얼음판 곳곳에는 450여개에 달하는 구명환이 비치되며 모든 낚시터 진출입 경사로에는 미끄럼 방지 시설이 설치된다.

재난구조대에는 축제 기간 모두 36명이 배치돼 빙질관리, 시설물 관리, 환자 응급조치 및 이송을 담당한다.

축제 중에는 빙질 상태 점검반이 30곳의 빙질을 매일 측정해 적정 입장인원 규모를 설정하게 된다.

낚시터 천공작업은 안전을 감안해 2m 간격을 기본으로 하되 결빙 여건에 따라 탄력적으로 간격이 조정된다.

모든 프로그램 부스에는 소화기가 비치되며, 축제장에는 응급의료센터가 설치돼 의료진이 상주하게 된다.

나아가 재난 시 원활한 통신을 위한 재난안전통신망 구축, 군중밀집 상황과 화재, 폭설, 호우 대비는 물론, 식중독 상황까지 각 유형별로 취할 수 있는 조치계획이 세밀하게 마련됐다.

이에 더해 축제 프로그램 종사자 안전교육이 사전에 시행되며, 유관기관과의 안전관리 업무 협력도 강화된다.

화천소방서는 축제장 내 인력과 구급차, 심폐 소생기 등을 배치하고 안전사고 대응을 위한 만반의 준비를 갖춘다.

화천경찰서 역시 종합안내센터에 부스를 설치해 범죄 예방, 질서 유지, 미아 예방, 교통 관리, 테러 예방에 나선다.

최문순 (재)나라 이사장은 “안전한 축제가 곧 성공한 축제”라며 “산천어축제를 찾아주시는 분들이 안전하게 즐기고 돌아가실 수 있도록 끝까지 긴장을 풀지 않겠다”고 강조했다.

[전국매일신문] 화천/오경민기자

ogm@jeonmae.co.kr



저작권자 © 전국매일신문 - 전국의 생생한 뉴스를 ‘한눈에’ 무단전재 및 재배포 금지"
[아유경제_재개발] 장위14구역 재개발 등 건축심의 '골인'… 총 3561가구 공급,"▲ 장위14구역 재개발 조감도. <제공=서울시>

[아유경제=정윤섭 기자] 서울 성북구 장위14구역(재개발)을 포함해 총 3곳이 최근 건축심의를 통과해 향후 사업에 속도가 붙은 전망이다.

지난 28일 서울시는 ‘제21차 건축위원회’에서 장위14구역 재개발사업을 비롯해 관악구 신림동 미성아파트(이하 신림미성) 재건축ㆍ광진구 화양동 489 역세권 장기전세주택사업 등의 건축심의를 통과시켰다고 밝혔다.

장위14구역 재개발, 지하 7층~지상 25층 규모 계획

공동주택 31개동 2469가구

우선 장위14구역 재개발 건축계획(안)에 따르면 지난 8월 전차 건축심의 의견을 반영해 과도하게 길었던 일부 주동을 분절해 바람길을 확보했고 단지 입지를 고려한 지형에 순응하는 테라스하우스 및 스카이라인 계획을 수립했다.

또 사업지 남북으로 폭 30m 이상 공공보행통로를 확보해 열린 공간을 제공하고 지역주민과 공유할 수 있는 커뮤니티 시설을 배치함으로써 보행로 활성화를 도모했다. 또한, 단지 남층 월곡산과 연계한 녹지축 및 통경축을 계획해 입체적이고 쾌적한 단지를 조성했다는 게 시 설명이다.

이 사업은 성북구 장위로20길 29-9(장위동) 일원 10만5972㎡를 대상으로 건페율 21.3%, 용적률 211.99%를 적용한 지하 7층에서 지상 25층 규모의 공동주택 31개동 2469가구(공공주택 439가구 포함) 및 부대복리시설 등을 지을 예정이다.

이곳은 지하철 6호선 상월곡역이 도보 20분 거리에 있고 교육시설로는 월곡초, 장위초, 장곡초, 장위중, 숭인초, 창문여자고, 동덕여대, 오동숲속도서관 등의 학군이 형성돼 있다. 더불어 주변에 오동공원이 인접해 주거환경이 쾌적하다.

신림미성 재건축, 지상 최고 29층 공동주택 500가구

이어서 신림미성 재건축은 단지 내 어린이집ㆍ경로당ㆍ다함께 돌봄센터 등 주민공동시설 700㎡를 추가 건축할 수 있도록 완화하고 단지와 주민공동시설 등 건축물의 형태와 디자인을 개선해 단지 주변 레벨과 조화를 이루도록 했다. 이와 함께 어린이집과 다함께 돌봄센터의 위치를 남서측 보행로 인근으로 배치해 보행동선을 고려하고 어린이놀이터와 연계될 수 있도록 게획했다.

이 사업은 관악구 조원로2길 7(신림동) 1만6706.1㎡를 대상으로 건폐율 22.35%, 용적률 299.97%를 적용한 지하 3층에서 지상 29층 규모의 공동주택 500가구(공공주택 61가구 포함) 및 부대복리시설 등을 지을 계획이다.

이곳은 지하철 2호선 구로디지털단지역이 도보 10분 이내에 있고 교육시설로는 도원초, 미성초, 영남초, 난곡중, 문성중, 미성중, 독산고, 신림고, 금천문화예술정보학교 등이 2km 반경 내에 있다. 더불어 주변에 독산자연공원, 신림근린공원 등이 인접하고 도림천이 흐느는 등 쾌적한 주거환경을 갖추고 있다.

▲ 신림미성 재건축 조감도. <제공=서울시>

화양동 489 역세권 장기전세주택, 지하 4층~지상 29층ㆍ592가구

한편, 시에 따르면 화양동 489 역세권 장기전세주택은 통경축 및 경관계획 등을 반영해 어린이대공원 부지와 건국대학교의 열린 경관을 연계할 수 있는 건축물 높이와 배치를 계획했다.

이와 더불어 ‘리모델링이 쉬운 구조 판간 소위원회’ 심의를 거쳐 저층부 개방성 확보ㆍ고층동 엘리베이터 추가 설치 등의 의견을 수용해 주거환경 및 편의성을 높였다.

이 사업은 광진구 광나루로 428(화양동) 일원 1만9694㎡를 대상으로 건폐율 22.98%, 용적률 287.38%를 적용한 지하 4층에서 지상 29층 규모의 공동주택 592가구(공공주택 55가구 포함) 및 부대복리시설 등이 들어설 전망이다.

이곳은 지하철 7호선 어린이대공원역이 도보 5분 거리에 있고 교육시설로는 구의초, 구의중, 건국사대부속중, 동국사대부속여자중, 동국대사범대학부속여자고, 건국사대부속고, 건국대 서울캠퍼스 등이 있다.

이밖에도 주변에 서울어린이대공원이 인접해 식물원ㆍ동물원ㆍ놀이동산ㆍ눈썰매장 등의 시설을 이용할 수 있고 광진소방서, 서울광진경찰서 등도 가까워 안전 및 치안시설을 갖추고 있다.

서울시 관계자는 “재개발ㆍ재건축사업 등을 통해 안정적이고 신속한 주택 공급이 가능해질 것으로 보인다”라며 “앞으로도 건축위 심의를 통해 양질의 주택을 지속해 공급하고 주거환경 개선을 위해 다양한 측면에서 도시정비사업을 적극 지원할 것”이라고 말했다.

▲ 화양동 489 역세권 장기전세주택 투시도. <제공=서울시>

정윤섭 기자 jys3576@naver.com

<저작권자 © AU경제, 무단 전재 및 재배포 금지>"
"포천경찰서, 자율방범대 발대… 민·관·경 협력 '안심 공동체' 구축","포천경찰서는 지난 28일 경찰서 강당에서 백영현 포천시장, 최춘식 국회의원, 서과석 시의회의장 및 지·파출소장과 자율방범대원 등 100여명이 참석한 가운데 시민이 신뢰하는 ‘안심 공동체’활성화를 위한 자율방범대 발대식 행사를 개최했다.

이날 발대식 행사는 자율방범대설치법 시행에 따른 것으로 행사 전 다과회와 토의 시간을 가졌다.

김대복 자율방범연합대장은 ""포천 자율방범대가 지금까지 해온 것처럼 앞으로도 경찰과 협력해 지역사회의 안전을 위해 노력하겠다""고 했다.

김희종 포천서장은 ""자율방범대와 경찰은 든든한 치안 파트너로서 공동체치안 활성화를 위해 계속 협력해 나갈 것이며, 경찰은 자율방범대가 지역치안 활동을 원활히 수행할 수 있도록 적극 지원 하겠다""고 했다.

백영현 시장은 축사에서 ""그동안 열악한 환경에서도 지역치안을 위해 노력해준 자율방범대원 모두에게 깊은 감사를 드리며, 이제 자율방범대의 법적근거가 마련된 만큼 포천시에서도 자율방범대가 활동하는데 불편함이 없도록 필요한 경비를 적극 지원하겠다""고 밝혔다.

최춘식 국회의원은 ""초소 설치비, 대원 활동수당, 운영비 등을 반드시 지원하도록 하는 자율방범대설치법 개정안을 국회에 제출했고, 앞으로도 자율방범대의 활동을 위해 적극 응원하겠다""고 했다.

포천경찰서에는 14개 읍·면·동 단위로 구성된 총 28개 조직, 363명(남 230명 , 여 133명)의 자율방범대원이 법정단체로서 활동하게 됐다.

포천=박덕준 기자 pdj3015@kihoilbo.co.kr







기호일보 - 아침을 여는 신문, KIHOILBO"
"대전동부경찰서천동파출소, 신청사 이전 개소","윤승영 대전경찰청장이 29일 대전동부경찰서 천동파출소 이전 개소식에 참석해 기념사를 하고 있다./ 대전경찰청 제공

(대전=국제뉴스) 이규성 기자 = 대전동부경찰서는 천동파출소 이전 개소식을 진행했다고 29일 밝혔다.

이날 개소식에는 윤승영 대전경찰청장, 박희조 동구청장, 등 약 30여명이 참석했다.

천동파출소는 천동을 비롯해 효동, 가오동의 치안을 담당하고 있다. 2019년 11월 가오동2구역 재건축정비사업계획에서 정비구역으로 지정돼, 지난해 12월에 신청사 건설 설계를 시작으로 1여년의 공사 기간을 거쳐 완공됐다.

윤승영 대전경찰청장은 “천동파출소 이전 개소를 계기로, 시민의 안전을 지키는 대전경찰이 되겠다는 각오와 의지를 다져 주기 바란다.”고 말했다."
대전 동구 천동파출소 신청사 이전·개소식 개최,"대전동부경찰서는 29일 오전 천동파출소 앞에서 윤승영 대전경찰청장과 박희조 대전동구청장, 동구의회의장 등 30여 명이 참석해 ‘천동파출소 이전·개소식’을 개최했다. (사진제공=대전경찰청)

[충남일보 손지유 기자] 대전동부경찰서는 29일 오전 천동파출소 앞에서 윤승영 대전경찰청장과 박희조 대전동구청장, 동구의회의장 등 30여 명이 참석해 ‘천동파출소 이전·개소식’을 개최했다.

천동파출소는 대전 동구 천동을 비롯해 효동, 가오동의 치안을 담당하고 있으며, 지난 2019년 11월 가오동 2구역 재건축 정비사업계획에서 정비구역으로 지정됐다. 이어 2022년 12월 신청사 건설 설계를 시작으로 1여 년의 공사 기간을 거쳐 지난 11월 14일에 완공됐다.

이번 개소식은 신축 개요 보고, 유공자 포상, 동부경찰서장 식사, 대전경찰청장 격려사, 내빈 축하, 현판 제막식 등이 진행되며 새로운 청사에서의 첫 시작을 기념하는 의미를 더했다.

윤승영 대전경찰청장은 “그간 성공적 개소를 위해 노력해 온 모두에게 깊은 격려와 감사의 마음을 전한다”며 “출발하게 된 만큼 경찰의 존재이자 명예로운 사명인 ‘시민의 안전을 지키는 대전 경찰이 되겠다’는 각오와 의지를 다져 주기를 바란다” 고 전했다,"
"경북도, 빅데이터 분석해 CCTV 설치…""농산물 절도 예방 효과""","경상북도는 빅데이터 분석을 통해 가장 효과적인 곳에 CCTV를 설치했다. 경북도 제공

경북도가 농산물 절도 예방을 위해 이동형 CCTV를 설치하는 등 빅데이터 활용을 통한 범죄예방에 나서고 있다.도는 전국 최대 규모의 농가 인구와 농업 소득을 보유한 지역의 특성을 감안한 맞춤형 범죄예방 시책으로 경북자치경찰위원회가 경상북도에 의뢰하고 경북경찰청, 시군청, 지역경찰서 등 관계기관 협업으로 추진한다.데이터 분석을 희망하는 6개 경찰서를 대상으로 최근 3년간 농산물 절도 현황 등 기초 데이터를 수집해 행정안전부 빅데이터 분석 플랫폼을 거쳐 이동형 CCTV 설치 위치를 시각화해 표출했다.이에 경북경찰청과 각 경찰서에는 빅데이터 분석 정보를 제공해 농산물 절도 예방을 위한 최적의 장소에 이동형 CCTV를 배치했다.경북자치경찰위원회는 행정안전부 특별교부세 1억7백만원을 확보해 올해 도내 경찰서에 이동형 CCTV 92대를 보급했으며, 범죄 취약지 324개소에 배치했다.이는 잠재적 범죄 의지 차단은 물론 영주 인삼 절도, 영덕 고사리 절도 등 범인을 검거하는 데에도 적극 활용되고 있다.최혁준 경북도 메타버스과학국장은 ""이번 빅데이터 분석은 지방행정과 치안행정의 접목을 통한 지역 현안 해결의 모범 사례로 이동형 CCTV가 시기별, 장소별 적재적소에 배치될 수 있도록 최적의 결과를 도출했다""고 말했다.이순동 경북자치경찰위원장은 ""내년에도 가성비 높은 이동형 CCTV를 추가 도입해 농산물 절도 예방은 물론 농촌 빈집 털이 예방, 치매 노인 조기 발견, 다중운집 장소 안전관리 등 다각적으로 활용될 수 있는 방안을 마련하겠다""고 밝혔다."
"교육부, 2024학년도 초등학교 취학통지·예비소집 실시","(제공=교육부) ©열린뉴스통신ONA

(서울=열린뉴스통신) 이초록 기자 = 교육부(부총리 겸 교육부 장관 이주호)와 시도교육청은 2024학년도 초등학교 취학통지 및 예비소집을 실시한다고 29일 밝혔다.

오는 12월 20일까지 거주지역 행정복지센터에서 모든 초등학교 입학 예정 아동의 보호자에게 우편(등기)·인편으로 취학통지서를 송부하며 정부24 사이트를 통해 온라인 취학통지서 발급 서비스를 제공한다.

특히 올해는 맞벌이 등을 이유로 가정에서 취학통지서를 받기 어려운 보호자를 위해 온라인 취학통지서 발급 서비스 제공 기간을 기존 11일에서 20일로 확대한다.

2024학년도 예비소집은 아동의 소재·안전을 보다 면밀히 확인하기 위해 대면을 원칙으로 실시된다. 지역별·학교별로 예비소집 일정이 다르므로 보호자는 취학통지서 내용과 학교별 안내 사항에 주의를 기울여야 하며 취학통지서를 소지하고 자녀와 함께 예비소집에 참여해야 한다.

예비소집에 참석하지 않는 경우 학교와 지자체는 유선 연락, 가정방문 등을 활용해 아동의 소재·안전을 확인하고 필요한 경우 관할 경찰서에 수사를 의뢰한다. 질병, 발육상태 등으로 아동이 취학이 어려운 경우 보호자는 입학 예정 학교에 취학의무 면제 또는 유예를 신청할 수 있다.

한편 국내 거주 중인 외국인 아동이 초등학교 입학을 원하는 경우 보호자가 거주지 내 초등학교에 입학을 신청하면 된다. 중도입국·난민 아동과 학부모에게 법무부와의 정보연계를 통해 초등학교 입학절차 안내 문자가 해당 국가의 언어(또는 관련 언어)로 발송되며 외국인 가정 자녀를 포함한 이주배경 아동의 교육 기회 보장을 위해 다양한 언어로 제작한 국내학교 편입학 안내 자료도 제공한다.

김태훈 교육복지돌봄지원관은 “학부모님께서는 원활한 취학을 위해 자녀와 함께 초등학교 예비소집에 참석해 주시길 당부드린다”라며 “교육부도 모든 취학대상 아동의 소재와 안전을 확인하기 위해 관계기관과 함께 최선을 다해 노력하겠다”고 밝혔다."
