제목,기사 내용
"충남도, 아동학대 대응체계 살피고 발전안 모색","아동학대예방의날 기념 포럼[사진=충남도]

충남도는 9일 충남도서관 문화교육동 대강당에서 아동학대예방의 날(11.19.)을 맞아 충남지역 아동보호전문기관, 충남광역새싹지킴이병원과 함께 ‘2023년 충남 아동학대예방의 날 기념 포럼’을 개최했다.‘아동이 꿈꾸는 행복한 세상 함께하는 충남’을 주제로 한 이번 포럼은 아동학대 조사 공공화 시행 후 아동학대 대응체계를 점검하고 발전 방안 등을 논의하고자 추진했다.도와 도경찰청, 도교육청, 관계기관 담당자 등 200여 명이 참석한 가운데 연 이번 포럼은 영상 상영, 결의 다짐, 기조 강연, 주제 발표, 질의응답, 교육 등의 순으로 실시했다.이날 포럼에서는 김경희 가톨릭꽃동네대 사회복지학과 교수가 ‘아동학대 대응체계 현황 진단 및 과제’를 주제로 관계기관별 대응 역할과 발전 방향 등을 발표했다.이어 주제 발표에선 △충남 아동정책 및 아동학대 대응체계(황주현 도 아동복지팀장) △아동이 안전하고 행복한 학교문화 조성(김영철 도교육청 장학사) △아동학대 대응 우수사례(오동준 아산경찰서 경사) △아동학대 공공화사업 안착을 위한 방안 모색(배홍식 보령시 주무관) △학대 피해아동의 안전한 보호를 위한 방향 모색(김지현 버팀목 학대피해아동쉼터 시설장) △아동학대 대응 협력체계 내 아동학대 전담의료기관의 역할과 발전 방향(구청모 단국대병원 교수) △아동학대 예방을 위한 아동 보호체계 및 서비스 지원체계의 방향(백순규 충남남부아동보호전문기관 관장) 등을 진행했다.끝으로 아동학대 담당 공무원 등 참석자들은 충남광역새싹지킴이병원(단국대병원)이 실시한 아동학대 의학적 평가 및 학대 피해아동 전담의료기관 연계 방법 등에 대한 교육을 통해 업무 역량을 강화했다.조대호 도 복지보건국장은 “이번 포럼을 계기로 아동학대에 대한 인식이 개선되고 아동의 권리가 존중되는 문화가 확산하길 바란다”라면서 “아동학대 대응 기반 확충 및 관계기관 협력을 통해 아동학대 예방·대응에 최선을 다할 것”이라고 말했다.한편 도는 아동학대 대응 강화를 위해 아동학대 대응 인력(아동학대 전담공무원 51명, 아동보호 전담요원 34명)을 배치하고 아동보호전문기관, 학대피해아동쉼터, 거점심리치료센터 등 아동학대 대응 기반을 확충한 바 있으며, 관계기관과 유기적 협력을 위한 아동학대 대응 협의회를 운영하고 있다.

©'5개국어 글로벌 경제신문' 아주경제. 무단전재·재배포 금지"
'2023년 충남 아동학대예방의 날 기념 포럼' 개최,"충남도는 9일 충남도서관 문화교육동 대강당에서 아동학대예방의 날(11.19.)을 맞아 충남지역 아동보호전문기관, 충남광역새싹지킴이병원과 함께 ‘2023년 충남 아동학대예방의 날 기념 포럼’을 개최했다.

‘아동이 꿈꾸는 행복한 세상 함께하는 충남’을 주제로 한 이번 포럼은 아동학대 조사 공공화 시행 후 아동학대 대응체계를 점검하고 발전 방안 등을 논의하고자 추진했다.

도와 도경찰청, 도교육청, 관계기관 담당자 등 200여 명이 참석한 가운데 연 이번 포럼은 영상 상영, 결의 다짐, 기조 강연, 주제 발표, 질의응답, 교육 등의 순으로 실시했다.

이날 포럼에서는 김경희 가톨릭꽃동네대 사회복지학과 교수가 ‘아동학대 대응체계 현황 진단 및 과제’를 주제로 관계기관별 대응 역할과 발전 방향 등을 발표했다.

이어 주제 발표에선 △충남 아동정책 및 아동학대 대응체계(황주현 도 아동복지팀장) △아동이 안전하고 행복한 학교문화 조성(김영철 도교육청 장학사) △아동학대 대응 우수사례(오동준 아산경찰서 경사) △아동학대 공공화사업 안착을 위한 방안 모색(배홍식 보령시 주무관) △학대 피해아동의 안전한 보호를 위한 방향 모색(김지현 버팀목 학대피해아동쉼터 시설장) △아동학대 대응 협력체계 내 아동학대 전담의료기관의 역할과 발전 방향(구청모 단국대병원 교수) △아동학대 예방을 위한 아동 보호체계 및 서비스 지원체계의 방향(백순규 충남남부아동보호전문기관 관장) 등을 진행했다.

끝으로 아동학대 담당 공무원 등 참석자들은 충남광역새싹지킴이병원(단국대병원)이 실시한 아동학대 의학적 평가 및 학대 피해아동 전담의료기관 연계 방법 등에 대한 교육을 통해 업무 역량을 강화했다.

조대호 도 복지보건국장은 “이번 포럼을 계기로 아동학대에 대한 인식이 개선되고 아동의 권리가 존중되는 문화가 확산하길 바란다”라면서 “아동학대 대응 기반 확충 및 관계기관 협력을 통해 아동학대 예방·대응에 최선을 다할 것”이라고 말했다.

한편 도는 아동학대 대응 강화를 위해 아동학대 대응 인력(아동학대 전담공무원 51명, 아동보호 전담요원 34명)을 배치하고 아동보호전문기관, 학대피해아동쉼터, 거점심리치료센터 등 아동학대 대응 기반을 확충한 바 있으며, 관계기관과 유기적 협력을 위한 아동학대 대응 협의회를 운영하고 있다."
정부 기능 만족도·중요도 순위서 '소방·재난안전' 분야 1위,"행정기관별 만족도·중요도도 '소방서'가 가장 높아

(서울=연합뉴스) 김은경 기자 = 정부 기능 중 '소방·재난안전' 분야에 대한 국민의 만족도가 가장 높은 것으로 나타났다.

한국행정연구원은 올해 2월 전국 만 19세 이상 성인남녀 1천명을 대상으로 정부 기능별 만족도 및 중요도를 조사한 결과 '소방·재난안전' 분야가 만족도(3.28점)와 중요도(4.43점) 모두에서 최고 평가를 받았다고 9일 밝혔다.

다음으로 만족도가 높은 분야는 '출입국 관리'(3.25점), '정보·통신'(3.25점), '과학기술'(3.13점) 등이었다.

광고

중요도는 '재정·세제·금융'(4.23점), '경제·산업·통상'(4.20점), '국방·병무'(4.19점) 순으로 높았다.

정부 기능별로 인력 규모 확대 시 행정서비스 수준이 향상될 것인지에 대한 기대를 조사한 결과에서도 '소방·재난안전' 분야(4.12점)가 가장 높게 나타났다.

행정기관별 행정서비스 품질에 대한 만족도 및 중요도 분석결과에서도 '소방서'가 만족도(3.77점), 중요도(4.25점) 모두에서 평가가 가장 좋았다.

그 외 만족도가 높은 기관은 '우체국'(3.60점), '주민센터'(3.40점), '보건소'(3.35점)였고, 중요도가 높은 기관은 '경찰서'(4.03점), '주민센터'(4.01점), '보건소'(4.00점) 순이었다.

행정기관별로 인력 규모 확대 시 행정서비스 수준이 향상될 것인지에 대한 기대감을 조사한 결과에서도 '소방서' (4.24점)가 1위를 차지했다. '경찰서'(3.54점), '학교'(3.46점), '국공립유치원'(3.46점) 순으로 이어졌다.

이 밖에 응답자의 49.9%는 로봇의 정부 업무 수행에 대한 긍정적 인식을 나타냈다.

'반대' 의견은 21.9%, '보통' 의견은 28.2%이었다.

자세한 연구 결과는 한국행정연구원 홈페이지(www.kipa.re.kr)에서 볼 수 있다.

bookmania@yna.co.kr



제보는 카카오톡 okjebo <저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"
"대전 서구의회, 2023년 서부경찰서치안설명회 참석","대전 서구의회, 2023년 서부경찰서 치안설명회 진행 장면. 사진=서구의회 제공

[대전=데일리한국 선치영 기자] 대전 서구의회(의장 전명자)는 9일 서부경찰서에서 개최한 ‘서구의회 의원과 함께하는 2023년 서부경찰서 치안설명회’에 참석했다.

이날 행사는 주민 안전을 확보하기 위한 방안을 함께 모색하고 유관 기관 간 협업을 강화하기 위한 목적으로 개최됐으며 전명자 의장을 비롯한 서구의회 의원 16명이 참석한 가운데 2023년 서부경찰서 치안 활동 홍보 동영상 시청, 치안 설명회 청취, 질의응답 순으로 진행됐다.

윤동환 서장은 설명회에서 서부경찰서의 치안 현황을 보고하고 ‘범죄로부터 안전한 사회환경 조성’과 ‘안전한 교통문화, 교통사망사고 줄이기 추진’ 등의 업무에 대해 중점 설명했다.

특히, 방범용 CCTV 설치 등 범죄예방 기반시설 확충 사업과 관련된 예산편성을 위해 협조해 줄 것과 사업 추진 시 경찰과의 의견 청취를 의무화하는 규정을 조례에 신설하여 원활한 협력체계를 구축할 것을 요청했다.

이어 서구의회 의원들은 질의응답 시간을 통해 △마약 및 촉법소년 범죄에 대한 대책 △지구대 파출소 통폐합에 따른 치안 공백 우려에 대한 방안 △어린이보호구역 해제 구역의 단속카메라 재정비 등을 심도 있게 논의하고, 경찰서·구청·의회가 유기적으로 협조하여 공동 대응해야 함을 강조했다.

전명자 의장은 “범죄와 사고로부터 안전한 서구를 만들기 위한 서부경찰서 직원들의 노고에 감사드린다”라며 “빈틈없는 치안 안전망을 구축하고 적극적인 치안 활동이 이루어지도록 의회 차원에서도 치안 예산 확보를 위해 더 깊이 노력하겠다”라고 말했다."
"여수해경, 동절기 선제적 해양 사고 예방 머리 맞대","사진=여수해경 제공

[여수(전남)=데일리한국 김건휘 기자] 여수해양경찰서(서장 고민관)는 “동절기 대비 선제적 해양 사고 예방과 신속한 구조 대응 체계 확립을 위해 수난구호 기관 및 단체간 회의를 개최했다”고 밝혔다.

여수해경에 따르면 9일 오후 2시께 경찰서 3층 대회의실에서 고민관 여수해경서장을 비롯한 여수시 등 15개 기관과 단체의 위원이 참석한 가운데 동절기 수난구호 협력 기관 및 단체 간의 유기적인 협조 체계를 공고히 하기 위해 지역 해양 수색구조 기술위원회를 열었다.

이날 회의에서는 ▲동절기 해양 사고 현황 및 사례 분석 ▲여수해경 동절기 해양 사고 대비·대응 대책 ▲관계기관 협조 사항 등 다양한 토의가 이뤄졌다.

특히, 동절기의 경우 화기 취급 부주의에 의한 화재 사고 발생 위험성이 높아 해상 가두리 양식장 등 화재 취약지 안전관리 대책과 기상악화에 따른 전복 사고 예방을 위한 해양 종사자 대상 선제적 기상정보 제공 및 교육·홍보 등 다각적인 동절기 해양 사고 대비·대응 대책도 논의 됐다.

고민관 여수해양경찰서장은 “동절기 급작스러운 기상악화에서는 무리한 조업은 삼가 달라고 당부했으며, 관계 기관과 협력체계를 강화해 해양 사고 발생 시 신속한 구조체계를 확립해 나가겠다”고 말했다."
"대전 서구, 2023년 아동‧여성안전지역연대 운영위원회 개최","9일 구청 장태산실에서 열린 아동 여성안전 지역연대 운영위원회 장면 (사진=대전 서구)

대전 서구는 9일 구청 장태산실에서 2023년 아동‧여성안전 지역연대 운영위원회를 개최했다.

운영위원회는 위원장을 포함해 서부·둔산경찰서, 아동·여성 분야 시설, 주민대표 등 유관기관 위원 13명이 참석한 가운데 진행됐다.

이번 회의에서는 ▲2023년 아동·여성안전 지역연대 운영 실적 보고 ▲지역 안전망 구축 ▲안전한 지역 환경 조성 ▲폭력 예방 캠페인 등 지역연대의 활성화 방안에 대해 논의했다.

박제화 부구청장은 “아동과 여성 모두가 행복하게 생활할 수 있는 안전한 지역사회 조성을 위해 민·관이 함께 협력해 안전한 서구를 만들어 가는 데 노력할 것이다”라고 말했다."
"금품 절취·폭행·특수협박 등 4만여명 검거…""범죄 예방 활동 강화""","▲ 경찰청 국가수사본부/연합뉴스

#1. 수원서부경찰서는 수원 한 중고차 매매단지 등에 주차된 외제차 8대를 훔치는 등 10회에 걸쳐 4억700만원 상당 금품을 절취한 피의자 2명을 검거하고 이들이 훔친 차량을 전부 회수해 피해자들에게 반환했다.

#2. 수원남부경찰서는 지난달 17일 주점에서 술값 문제로 시비가 붙어 종업원 멱살을 잡아 밀치며 폭행하고 나체 상태로 가위와 소주병을 든 채 특수협박을 한 혐의로 피의자를 구속했다.

경찰청 국가수사본부는 지난 9월∼10월 강·절도, 폭력 범죄 등을 집중 단속해 4만여명을 검거, 이 중 1000여 명을 구속했다. 또 훔친 물건들을 추적해 총 200여억원 상당 피해품 1만5000여건을 회수했다.

9일 국수본에 따르면 강·절도 등 사범은 2만1479명을 검거해 680명을, 생활 주변 폭력 사범은 2만1494명을 검거해 410명을 구속했다.

강·절도 범죄 유형별 검거 인원은 ▲강·절도 1만7789명(구속 600명) ▲장물 108명(구속 3명) ▲점유이탈물횡령 2752명(구속 11명) ▲대면 또는 절취 수법 전기통신금융사기 830명(구속 66명) 등이다.

생활 주변 폭력 사범은 ▲폭행·상해 1만1484명(56.6%) ▲재물손괴 2489명(12.2%) ▲업무방해 1629명(8.1%) ▲무전취식·무임승차 1624명(7.7%) ▲공무집행방해 1379명(6.8%) ▲협박 1265명(6.2%) 등 순이다.

경찰은 장물 추적 수사를 통해 총 213억원 상당인 강·절도 피해품 1만5365건을 회수했다. 초범·생계형 경미 사범 994건에 대해선 경미범죄심사위원회에 회부해 사회 복귀를 지원했다.

생활 주변 폭력 범죄의 경우 피해자 보호 조치를 병행했다. 스마트워치 지급, 맞춤형 순찰, 보호시설 연계 등 470건의 안전조치를 하고 31건 경제·심리·법률지원을 했다.

특히 폭력 범죄는 경우 주취 상태에서 발생한 경우가 전체 검거 인원 56.2%로 상당 부분을 차지했다. 경찰은 피의자가 알코올 중독성을 보이는 범죄 10건에 대해 중독통합관리센터 등에 연계해 치료받도록 했다.

경찰 관계자는 ""집중단속 이후에도 지역별 취약 요인 등 분석 결과를 바탕으로 범죄 예방 활동을 강화하고 상시단속 체제를 유지해 국민안전을 확보하겠다""고 말했다.

/김혜진 기자 trust@incheonilbo.com

저작권자 © 인천일보-수도권 지역신문 열독률 1위, 무단전재 및 재배포 금지"
"부산시자치경찰위, 화명생태공원 산책로 방범용 CCTV 22대 증설","화명생태공원 설치된 방범용CCTV. (부산시 제공)

부산시자치경찰위원회(위원장 정용환)는 행정안전부 특별교부세를 활용해 최근 화명생태공원 주요 산책로 1㎞ 구간 6곳에 방범용CCTV 22대를 추가 설치했다고 밝혔다.

화명생태공원은 화명신도시와 인접해있고, 축구장·야구장 등 각종 체육시설이 설치돼 있어, 연간 93만여명의 이용객이 방문하는 등 시민들의 활용도가 높은 곳이다. 하지만 넓은 면적에 비해 CCTV가 부족하고, 지난해 10월에는 6차례 방화 사건이 발생하는 등 시민들의 불안감도 있어 방범용 CCTV 증설 필요성이 컸다.

이에 위원회는 북부경찰서, 낙동강관리본부 등 관계기관과의 협업으로 2022년 행정안전부 특별교부세 공모에 참여해 국비 예산을 확보하고, 화명생태공원 방범용 CCTV 설치사업을 추진했다.

위원회는 이번 방범용 CCTV 증설로 화명생태공원을 이용하는 시민들의 불안감을 해소하고, 향후 방화 등 범죄 발생 시 수사 목적으로도 활용할 수 있을 것으로 기대한다. 또한 공원 내 경찰·자율방범대 등 순찰도 강화할 계획이다.

한편, 자치경찰위원회는 이번 사업 외에도 행정안전부 특별교부세를 확보해 ▲삼락생태공원 세이프티 존 조성 ▲남산동 복합안전공간 조성 ▲이기대공원 CCTV 설치 ▲민안초 안전한 통학로 개선사업 등 범죄예방 환경개선(CPTED) 사업을 추진하며 안전한 부산 만들기에 최선을 다하고 있다.

또한 위원회는 부산경찰청 및 관할 경찰서, 각 구·군 등과 유기적 협업을 통해 범죄예방 환경개선 사업을 꾸준히 추진하고 있다. 부산경찰청에서는 범죄예방진단팀(CPO;Crime Prevention Officer)이 112신고·범죄발생 분석, 물리적 환경진단 등을 통해 지역사회 곳곳의 범죄취약지 발굴하고, 필요 방범시설물을 파악했으며, 각 구·군에서는 관련 지역정보 제공, 시설물 사후관리 등을 맡아 협력하고 있다.

최진원 기자 dotmusic@busaneconomy.com"
"""보행자안전문화 확산""…부산 캠페인 개최","부산시는 9일 보행자우선도로로 지정된 부산대 젊음의 거리에서 「2023년 보행안전주간 릴레이 캠페인」을 실시한다고 밝혔다.

이번 행사는 행정안전부의 2023년 보행안전주간(2023.11.6.~11.12.) 동안 전국 11곳 보행자우선도로에서 추진하는 「보행안전 릴레이 캠페인」으로 보행 안전문화확산과 정착을 위해 금정구청과 부산경찰청(금정경찰서)이 한뜻을 모았다.

이날 거리 캠페인에서는 보행안전수칙 준수를 독려하고 보행자와 운전자 모두에게 안전한 교통문화를 홍보할 예정이다.

▲우측통행 준수 ▲보행 중 휴대폰 및 이어폰 사용 지양 ▲무단횡단 금지 ▲골목길 주의 등 보행안전수칙 준수를 독려할 예정이다.

또한, 「보행안전 및 편의증진에 관한 법률」의 개정·시행으로 2022년 7월 13일 보행자우선도로가 처음 지정된 이후 현재 지정·고시된 15곳의 보행자우선도로를 알리기 위해 ▲보행자우선도로에 대한 인식 설문조사 ▲퀴즈 맞히기 등을 진행한다.

한편, 보행자우선도로에서 보행자는 도로의 전 부분을 통행할 수 있고, 운전자에게는 보행자 보호 의무가 부여돼 보행자의 옆을 지나는 경우 안전거리를 둬야 하며 보행자의 안전에 위협적인 경적을 울리는 등 보행자 보호의무 위반 시에는 범칙금 부과 대상이 된다.

부산시 보행자우선도로의 정확한 위치와 구간은 부산시 누리집에서 확인할 수 있다.

최진원 기자 dotmusic@busaneconomy.com"
"충남도, 아동학대 대응체계 발전 위해 '머리 맞대'","9일 ‘2023년 충남 아동학대예방의 날 기념 포럼’ 개최

[충청뉴스 권상재 기자] 충남도는 9일 충남도서관 문화교육동 대강당에서 아동학대예방의 날(11.19.)을 맞아 ‘2023년 충남 아동학대예방의 날 기념 포럼’을 개최했다.

2023년 충남 아동학대예방의 날 기념 포럼

충남지역 아동보호전문기관, 충남광역새싹지킴이병원과 함께 ‘아동이 꿈꾸는 행복한 세상 함께하는 충남’을 주제로 한 이번 포럼은 아동학대 조사 공공화 시행 후 아동학대 대응체계를 점검하고 발전 방안 등을 논의한다.

도와 도경찰청, 도교육청, 관계기관 담당자 등 200여 명이 참석한 가운데 연 이번 포럼은 영상 상영, 결의 다짐, 기조 강연, 주제 발표, 질의응답, 교육 등의 순으로 실시했다.

이날 포럼에서는 김경희 가톨릭꽃동네대 사회복지학과 교수가 ‘아동학대 대응체계 현황 진단 및 과제’를 주제로 관계기관별 대응 역할과 발전 방향 등을 발표했다.

이어 ▲충남 아동정책 및 아동학대 대응체계(황주현 도 아동복지팀장) ▲아동이 안전하고 행복한 학교문화 조성(김영철 도교육청 장학사) ▲아동학대 대응 우수사례(오동준 아산경찰서 경사) ▲아동학대 공공화사업 안착을 위한 방안 모색(배홍식 보령시 주무관) ▲학대 피해아동의 안전한 보호를 위한 방향 모색(김지현 버팀목 학대피해아동쉼터 시설장) ▲아동학대 대응 협력체계 내 아동학대 전담의료기관의 역할과 발전 방향(구청모 단국대병원 교수) ▲아동학대 예방을 위한 아동 보호체계 및 서비스 지원체계의 방향(백순규 충남남부아동보호전문기관 관장) 등을 진행했다.

끝으로 아동학대 담당 공무원 등 참석자들은 충남광역새싹지킴이병원(단국대병원)이 실시한 아동학대 의학적 평가 및 학대 피해아동 전담의료기관 연계 방법 등에 대한 교육을 통해 업무 역량을 강화했다.

조대호 복지보건국장은 “이번 포럼을 계기로 아동학대에 대한 인식이 개선되고 아동의 권리가 존중되는 문화가 확산하길 바란다”며 “아동학대 대응 기반 확충 및 관계기관 협력을 통해 아동학대 예방·대응에 최선을 다할 것”이라고 말했다.

저작권자 © 충청뉴스 무단전재 및 재배포 금지"
"서귀포경찰서-대한노인회 서귀포시지회, 어르신 교통사고 예방 업무협약 체결","서귀포경찰서와 대한노인회 서귀포시지회가 어르신 교통사고 예방을 위한 업무협약을 체결했다 (사진=서귀포경찰서) ⓒ헤드라인제주

서귀포경찰서(서장 오충익)는 9일 대한노인회 서귀포시지회(지회장 한성율)와 업무협약을 체결했다.

이날 협약은 최근 어르신 교통 사고가 지속적으로 증가함에 따라 이를 예방하기 위해 마련됐다.

이번 협약을 통해 서귀포경찰서는 대한노인회 서귀포시지회와 협업해 어르신 교통안전 교육을 진행하고, 어르신 야광조끼 등 홍보물품을 추가적으로 지원 할 예정이다.

한성율 지회장은 ""협약식을 계기로 서귀포 관내 노인 교통 사망사고 감소에 적극 협조하여 노인이 안전한 서귀포 만들기에 앞장서겠다""고 말했다.

오충익 서장은 ""어르신 교통사고는 사회적인 문제로 경찰만이 해결하기는 어렵기 때문에 대한노인회 서귀포시지회와 협업해서 함께 치안 시책을 만들어가고, 교통안전 교육 뿐만 아니라 노인학대, 복지 등 종합적으로 유관기관과 협업해서 안전한 서귀포가 되도록 최대한 노력하자""고 화답했다. <헤드라인제주>"
군산 청암산 멧돼지 포획활동... 오는 21일 입산 통제,"군산시가 청암산 탐방로의 안전한 이용을 위해 오는 21일 입산을 통제하고 총기를 이용한 멧돼지 포획활동을 펼친다.

최근 청암산 인근 지역주민과 탐방객으로부터 멧돼지 출몰로 인한 인명피해 우려 및 농작물 피해발생 민원이 있어 탐방객과 지역주민의 안전 도모를 위해 실시된다.

이날 군산경찰서의 협조로 탐방객 입산을 통제하고 ‘군산시 유해야생동물 피해방지단’의 도움을 받아 멧돼지 포획작업을 진행할 예정이다.

시 관계자는 “오는 21일 포획활동 실시로 인해 청암산 입산을 통제하니, 청암산 탐방 애호가들의 이해와 협조를 바란다”고 말했다.

군산=김종준기자

저작권자 © 전민일보 무단전재 및 재배포 금지"
아파트 신축공사장서 거푸집 작업 중 60대 추락사(종합),"(서귀포=연합뉴스) 백나용 기자 = 아파트 신축공사 현장에서 60대 근로자가 추락해 숨지는 사고가 발생했다.

9일 제주 서귀포시 공사장 추락 사고 [제주도 소방안전본부 제공. 재판매 및 DB 금지]

9일 제주 서귀포경찰서 등에 따르면 이날 오전 10시 56분께 제주 서귀포시 대정읍 한 아파트 신축공사 현장에서 60대 근로자 A씨가 비계 발판 위에서 거푸집 작업을 하다가 4ｍ 아래로 떨어졌다.

신고를 받고 출동한 119구급대가 심정지 상태인 A씨를 인근 병원으로 이송했지만, A씨는 결국 숨졌다.

광고

A씨는 안전모를 착용하지 않은 상태로 발견됐지만 경찰은 목격자 진술과 추락 지점 인근에서 A씨 소유로 보이는 안전모가 발견된 점 등을 토대로 추락 충격으로 안전모가 벗겨졌을 가능성도 확인하고 있다.

이 공사를 담당한 사업장 측은 A씨가 안전모를 착용하고 작업을 했다고 밝혔다.

사고가 발생한 사업장은 중대재해처벌법 적용 대상으로 파악됐다.

경찰은 자세한 사고 경위를 조사하는 한편 고용노동부와 중대재해처벌법 위반 여부 등을 들여다 보고 있다.

dragon.me@yna.co.kr



제보는 카카오톡 okjebo <저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"
"동해해경, '연안안전사고 위험예보제 주의보' 발령","동해 어달해변[사진=이동원 기자]

동해해양경찰서는 동해중부 전 해상 풍랑특보에 따라 연안 안전사고 위험성이 있어 그 위험성을 국민에게 미리 알리는 안전사고 위험예보제 ‘주의보’ 단계를 11월 10일부터 특보 해제시까지 발령한다고 밝혔다.9일 기상예보에 의하면 10일 오전 6시부터 동해 먼바다를 중심으로 8~16m/s의 강한 강풍이 불고 바다 물결도 2~4m로 높게 일면서 풍랑특보로 인한 안전사고 우려 및 동해중부 전 해상 강풍 및 높은 너울성 파도가 치는 곳이 있겠으니 안전 시설물 관리가 필요하다.이에 따라 해안가 갯바위 및 방파제 테트라포트 주변 가을철 낚시객의 안전피해를 방지하기 위해 해안가 순찰을 강화할 예정이다. 또 연안해역 조업선, 작업선, 낚시어선 등 다중이용선박에 대해 조기 입항하도록 권고하고, 동해북방해역 등 원거리 조업선박의 안전상태를 수시 확인하고 안전해역에 피항하도록 하는 등 대피현황을 수시로 파악 할 예정이다.동해해경 관계자는 “올해 들어 위험예보를 총 23회 발령했으며, 작년 한해 너울성 파도 등 연안사고가 29건이 발생하는 등 지속적으로 연안사고가 늘어나고 있어, 해상뿐 아니라 육상, 해안가에서도 각별한 주의를 요하니 월파 및 추락사고 위험이 있는 방파제, 갯바위 등은 출입을 자제하고 인명구조요원이 배치되지 않는 해변에서는 물놀이 안전관리에 만전을 기해 달라”고 당부했다.

©'5개국어 글로벌 경제신문' 아주경제. 무단전재·재배포 금지"
"[대전소식] 서부경찰서, 서구의회 치안 설명회","대전서부경찰서는 9일 서부경찰서에서 구의원 등을 대상으로 치안 설명회를 열었다고 밝혔다.

이날 설명회에는 윤동환 서부경찰서장, 전명자 서구의회 의장을 비롯한 구의원과 경찰 등 50여명이 참석했다.

치안 설명회는 주민 안전에 대한 경찰과 구의회의 협력 관계를 구축하기 위해 마련됐다."
충북교통방송 '노인 보행자 교통사고 예방' 맞춤형 장바구니 제작,"이기동 충북교통방송 사장과 충북경찰청 직원들이 9일 청주육거리시장에서 교통안전 장바구니를 나눠주고 있다.(충북교통방송 제공).2023.11.09./뉴스1

TBN충북교통방송은 9일 충북경찰청과 노인 보행자 교통사고 예방을 위한 맞춤형 장바구니를 제작해 홍보활동에 나섰다고 밝혔다.이날 충북교통방송과 충북경찰청, 청주상당경찰서 직원 등 30여 명은 청주육거리종합시장에서 자체 제작한 노인 교통안전 장바구니 100여 개를 상인과 방문객에게 나눠줬다.교통안전 장바구니는 바퀴가 달려 노인들이 쉽게 사용할 수 있다. 또 빛을 반사하는 재질로 제작돼 어두운 시간대 운전자가 보행자를 쉽게 확인할 수 있도록 했다.충북교통방송 관계자는 ""노인 교통안전은 보행자 사망사고를 줄이기 위해 반드시 해결해야 할 과제""라며 ""충북 유일 교통전문 방송으로서 도민이 안전한 교통 환경을 만들기 위해 최선을 다하겠다""고 말했다.도로교통공단이 운영하는 TBN충북교통방송은 FM라디오 충북 103.3MHz(충주 FM 93.5MHz)로 충북 전역에서 들을 수 있다. 스마트폰 애플리케이션(TBN교통방송)으로도 청취할 수 있다.pupuman7@news1.kr"
"공항공사, 김포공항 불법 사설 주차대행 합동단속 실시","11월 한 달간 김포공항경찰대·강서경찰서·강서구청 합동 단속기간 운영..안내·계도·단속 통해 불법영업 및 이용객 피해 사전 예방.

clip20231109102453 0 지난 8일, 윤형중 한국공항공사 사장(오른쪽으로부터 1번째)이 마경석 강서경찰서장(오른쪽으로부터 2번째)에게 김포공항 불법사설주차대행이 근절될 수 있도록 적극적인 협조를 요청하고 있다./한국공항공사

한국공항공사는 9일 김포공항 내 불법사설주차대행으로 인한 피해예방을 위해 11월 한 달간 김포공항경찰대, 강서경찰서, 강서구청과 함께 특별 합동단속을 실시한다고 밝혔다.그동안 사설주차대행업체 불법영업으로 공항 내 난폭운전, 차량파손, 불법주정차 과태료, 업체 부당요금 요구, 물품 도난 등 공항 이용객 불편이 있었다.공사는 현장 안내방송, 전광판 표출, 피해예방 현수막 게시 등 불법사설주차대행으로 인한 이용객 피해를 사전에 예방하고 공항경찰대, 강서경찰서, 강서구청과 현장 합동단속을 실시해 불법 호객행위에 강력히 대응할 예정이다.윤형중 사장은 지난 8일 마경석 강서경찰서장을 만나 김포공항 불법사설주차대행이 근절될 수 있도록 실질적인 단속 권한이 있는 경찰의 적극적인 협조를 요청했다.윤 사장은 ""불법사설주차대행으로 인한 이용객 피해와 교통질서 혼잡을 최소화하고 고객이 편리하고 안전하게 공항을 이용하실 수 있도록 최선을 다하겠다""고 밝혔다."
