제목,기사 내용
"""한국 여자 다 XX할거야"" 서울 백화점 전광판에 성범죄 예고글 '충격'","온라인 커뮤니티

(톱스타뉴스 한수지 기자) 서울 시내의 한 백화점이 크리스마스와 연말을 맞아 전광판 이벤트를 진행한 가운데, 성범죄 예고 메시지가 올라와 논란이 일었다.16일 온라인 커뮤니티에 따르면 지난 14일 오후 10시께 서울 중구 롯데백화점 본점 외벽에 걸린 이벤트 전광판에는 ""나 한국 여자 다 강간할거야""라는 메시지가 올라왔다.영어로 이와 같은 뜻인 'I'm going to rape every women in Korea'도 노출됐다.한 누리꾼은 이 같은 전광판을 보고 놀라 지인에게 메시지를 보내며 공유했다. 추후 온라인 커뮤니티 '여성시대(여시) 등에 게재되며 확산됐다.메시지 이벤트는 전광판 앞 QR코드를 찍어 누구나 올릴 수 있다. 한 화면에 6개씩 메시지가 올라온다.당시 거리에서 근무 중이던 안전 용역 사원이 새로운 메시지를 전송해 밀어냈지만 길을 지나던 시민이 발견 후 고객센터에 신고한 것으로 전해졌다.행사에 앞서 백화점 측은 비속어 등 60만개 금칙어를 둔 필터링 시스템을 도입했지만, 특정 단어가 걸러지지 않은 것으로 알려졌다.백화점 관계자는 ""크리스마스 시즌을 위해 공들여 준비한 행사에 불미스러운 일이 있어 유감""이라고 말했다.백화점 측은 해당 메시지를 쓴 이용자에 대한 수사가 진행되도록 서울 남대문경찰서에 고소할 방침이다.한수지 기자 reporter@topstarnews.co.kr"
"용인서부경찰서, 심폐소생술로 심정지 남성 구한 시민과 경찰관에 표창",
"""한국 여자 다 XX할 거야"" 서울 한복판 백화점 전광판에 무슨 일이","""연말 인사 남기는 이벤트 악용""

금칙어 시스템이 걸러내지 못해

롯데백화점, 경찰에 고소장 제출

서울 도심의 한 백화점에서 크리스마스를 맞아 설치한 전광판에 여성을 강간하겠다는 메시지가 게시되는 사건이 벌어졌다.

16일 경찰과 롯데백화점에 따르면 지난 14일 오후 10시쯤 롯데백화점 본점 외벽 전광판에 '나 한국 여자 다 강간할 거야'라는 메시지가 올라왔다. 같은 내용을 영어로 쓴 메시지도 노출됐다.

해당 메시지는 당시 거리에서 근무하던 안전 용역 직원이 발견해 보이지 않도록 조치했지만, 이미 시민 다수가 목격한 뒤였다. 사회관계망서비스(SNS)에는 해당 메시지가 노출되고 있는 전광판을 촬영한 사진이 확산했으며 롯데백화점 SNS와 고객의 소리에도 관련 신고가 접수됐다.

롯데백화점에 따르면 해당 메시지는 백화점 측이 마련한 금칙어 시스템이 제대로 작동하지 못해 그대로 노출된 것으로 파악됐다. 백화점 측은 연말을 맞아 시민들이 보내온 응원이나 감사 메시지를 크리스마스 카드 형식으로 띄워주는 전광판 이벤트를 진행 중이었다. 지나가는 시민이 QR코드를 통해 메시지를 입력하면 전광판에 메시지가 뜬다. 롯데백화점은 현재 해당 이벤트를 중단하고 전광판에 크리스마스 영상을 재생하고 있다.

롯데백화점은 이날 오후 2시 서울 남대문경찰서에 성폭력범죄의처벌등에관한특례법 위반(통신매체이용음란), 협박, 업무방해 혐의로 고소장을 제출했다. 롯데백화점 관계자는 ""비속어 등 60만 개 금칙어를 설정한 필터링 시스템이 있었지만 문제의 단어는 거르지 못한 것으로 보인다""며 ""해당 메시지를 쓴 이용자에 대한 수사가 이뤄질 수 있도록 고소장을 제출했다""고 밝혔다.

원다라 기자 dara@hankookilbo.com

제보를 기다립니다 기사를 작성한 기자에게 직접 제보하실 수 있습니다. 독자 여러분의 적극적인 참여를 기다리며, 진실한 취재로 보답하겠습니다.

0 0 공유 카카오

페이스북

트위터

이메일

URL 기사저장"
병원 입원실 앞 “수능 대박 기원합니다” … 응원 문구 붙은 사연,"수능 당일 강원지역 사회 곳곳 수험생 도와

속초 보광병원 응급수술 수험생 1인실 제공

경찰, 지자체 등 도움·응원 받고 무사히 입실

◇속초 보광병원 입원실 앞, 응급수술을 받은 수험생이 시험을 마치도록 응원 문구가 붙여졌다.

2024학년도 대입 수능일인 16일 속초 보광병원의 입원실 앞.

‘수능 대박을 기원합니다. 힘내세요. 박경찬 이사장님과 임직원 일동♡’ 란 문장이 A4 용지에 한 글자씩 인쇄 돼 붙여 있었다.

현수막을 만들 겨를도 없이, 병원 입원실 앞에 수능 응원 문구가 붙은 사연은 전날인 15일 새벽 4시께 시작됐다. 수험생인 A군은 급성 복통으로 응급실을 찾았다가 급성 충수염(맹장염) 진단을 받아 응급 수술을 받았다. 복막염으로 갈 수 있었던 위급한 상황은 넘겼지만, 수능 시험이 문제였다.

병원측은 “수술을 잘 마쳐 수능 치르는데 문제 없다”며 A군이 수능을 치를 수 있도록 1인실을 제공했다.

같은 병동의 환자들은 듣기 평가가 진행 될 때 TV를 끄는 등 A군이 시험을 무사히 마치도록 배려했다.

박경찬 보광병원 이사장은 “한 청소년의 일생에 가장 중요한 순간을 도와 뜻깊고, 쾌유를 빈다”고 인사했다.

보광병원 뿐만 아니라 강원 지역 사회 전체가 수능을 치르는 청소년들을 응원했다.

동해경찰서 순찰팀은 오전 8시 40분 입실 마감 직전 “저 택시를 잡아주세요”라고 다급하게 외치는 수험생을 발견했다. 택시 안에 수험표를 두고 내린 것. 순찰팀은 곧바로 택시를 뒤따라가 멈추게 하고, 뒷좌석에 있던 수험표를 찾아 수험생에게 전달했다. 춘천경찰서는 오전 8시 8분께 수능 시험장을 착각하고 잘못 찾아 온 수험생을 춘천기계공고까지 안전하게 이송했다.

홍천군은 신영재 군수와 박영록 군의장을 비롯한 군의원들이 수험장에 나와 수험생들을 직접 격려했다.

횡성고 졸업생들로 구성된 횡고사랑회는 수험생들이 추위와 긴장을 녹일 핫팩과 귤, 과자, 커피 등을 나눴다. 김명기 군수도 교사와 학생을 응원했다.

자율방범대, 의용소방대 등도 수험생들이 무사히 시험장에 입실하도록 도왔고, 야외 행사도 자제하며 차분한 하루를 보냈다."
"부산시, 수능일 청소년 대상 찾아가는 연합 거리상담 실시","부산시(시장 박형준)는 수능일인 16일 오후 6시부터 자정까지 서면 젊음의 거리 일대에서 학업 등으로 지친 청소년을 대상으로 응원 메시지 전달 및 거리 상담(아웃리치)을 실시한다고 밝혔다.

거리 상담은 가출위험 청소년을 발굴 ·상담해 가정 복귀를 돕고, 보호가 필요한 청소년들에게 숙식을 제공하거나 청소년쉼터 등 보호시설로 연계하는 등 청소년이 안전하고 건강하게 성장할 수 있도록 지원하는 활동이다.

이번 찾아가는 거리 상담은 부산일시청소년쉼터(고정형)가 주관하고 부산청소년쉼터, 부산청소년자립지원관, 부산진경찰서, 청소년성문화센터 등 15개의 유관기관이 함께 참여하는 연합거리 상담으로, 전국 청소년쉼터에서 동시에 진행한다.

연합거리 상담에서는 청소년이 주로 이용하는 업소를 방문해 술·담배 판매 금지, 출입·고용 제한 등 청소년 보호 캠페인을 전개하고 다양한 체험활동을 진행할 예정이다.

특히, 청소년이 주로 이용하는 게임랜드, 동전노래방, 피씨방, 편의점 등을 방문해 술·담배 판매 금지 및 유해업소 출입·고용 제한 등 유해환경으로부터 청소년을 보호하는 데 적극 동참하도록 캠페인도 전개할 예정이다.

이 외에도 바람개비 만들기, 오엑스(OX) 퀴즈, 청소년이 행복한 우정쌓기 경찰 포토존도 마련해 청소년의 심리 정서적 지원을 위한 활동 체험도 흥미롭게 진행할 예정이다. 부스는 오후 10시까지 운영된다.

김은희 부산시 여성가족국장은 “이번 연합 거리상담으로 수능 등 심리적으로 지친 청소년에게 많은 도움이 되길 바란다”라며 “부산시는 청소년들이 안전한 환경에서 건강하게 성장할 수 있도록 다양한 시책을 발굴·추진하도록 지속적으로 노력하겠다”라고 밝혔다.

조경건 부산닷컴 기자 pressjkk@busan.com"
"세종경찰청, 수능 후 3개월 청소년 음주 등 선도·보호 활동 전개","▲ 세종경찰청 전경.ⓒ세종경찰청

세종경찰청은 2024학년도 대학수학능력시험 이후부터 3개월간 청소년을 대상으로 음주·흡연 등 선도·보호 활동을 전개한다고 16일 밝혔다.





수능 당일에는 세종교육청과 세종시청, 유해환경감시단 등 관계기관과 함께 지역 청소년 비행 예방을 위한 캠페인을 전개한다.





남·북부경찰서, 자율방범대, 시민경찰학교, 시민단체와 함께 나성동과 도담동, 조치원 등 청소년 밀집 지역을 중심으로 공원과 PC방 등을 집중적으로 순찰한다.





이 기간에는 최근 사회적 이슈가 되고 있는 마약과 도박 등 중독성 범죄에 대해 학교와 적극 정보를 공유하고 추가피해와 모방범죄 예방에 나선다.





이와 함께 경찰은 자체 개발한 VR(가상현실) 교육프로그램을 활용해 특별 범죄예방 교육을 진행할 예정이다.





이병우 경찰청 생활안전교통과장은 ""청소년들을 각종 유해환경으로부터 보호하고, 건강한 어른으로 성장하도록 최선을 다하겠다""고 말했다."
제주서 급행버스가 정차한 25톤 덤프트럭 추돌…5명 중경상,"16일 오후 2시15분쯤 제주 서귀포시 대정읍 일주도로에서 급행버스가 25톤 덤프트럭을 추돌한 사고 현장.(제주소방안전본부 제공)

제주에서 급행버스가 도로에 정차한 덤프트럭을 들이받아 버스기사 등 5명이 다쳤다.16일 서귀포경찰서와 제주소방안전본부에 따르면 이날 오후 2시15분쯤 제주 서귀포시 대정읍 일주도로에서 급행버스 1대가 25톤 덤프트럭을 추돌했다.이 사고로 버스기사 A씨가 크게 다쳐 제주한라병원 권역외상센터로 긴급이송됐고, 버스 탑승객 3명과 트럭 운전자도 다쳐 병원으로 옮겨졌다.경찰 조사 결과 당시 덤프트럭은 사고 지점에 있는 공사장 옆 2차로에 정차해 있었던 것으로 파악됐다.경찰은 A씨가 덤프트럭을 미처 보지 못해 사고가 난 것으로 보고 정확한 사고 경위를 조사하고 있다.ohoh@news1.kr"
"강동대, 한국어 어학연수생(베트남) 준법교육 및 성폭력 예방 교육","진천·음성·옥천 부단체장 내년 3급 상향…""낙하산 관행 개선해야""

［충북일보］ 충북 진천군과 음성군, 옥천군의 부단체장 직급이 내년부터 현행 4급에서 3급으로 상향 조정될 전망이다. 3일 충북도에 따르면 행정안전부는 인구 5만~10만명의 시·군·구 부단체장 직급을 상향하는 내용을 담아 지방자치법 시행령을 올해 안에 개정할 방침이다. 부단체장과 실·국장 직급이 4급으로 같아 업무 추진과 지휘·통솔 등에 어려움이 있다는 일선 시·군·구의 의견을 수렴해 이같이 조정하는 것이다. 도내에서는 진천군과 음성군, 옥천군이 상향 조건을 충족한다. 이들 지자체는 시행령이 개정되면 내년부터 3급 부단체장 임명이 가능하도록 조례 개정에 들어갈 것으로 알려졌다. 이런 가운데 도내 11개 시·군 공무원 노조는 부단체장 '낙하산 인사' 관행을 개선해야 한다며 충북도를 압박하고 있어 진통이 예상된다. 도는 행정 발전, 업무 공유 등을 위해 도청 2∼4급 공무원을 시·군 부단체장으로 발령하고 있다. 2015년에는 시·군과 부단체장 관련 인사교류 협약을 체결했다. 도는 시·군에 부단체장 요원을 전출하고, 시 단위는 4급(교육 정원 포함), 군 단위는 5급을 교류하는 내용이다. 하지만 시·군 공무원 노조는 이런 교류가 도청 승진자 순환보직"
"인천 서구, 아동학대 예방의 날 맞아 시민 캠페인 진행","강범석 인천 서구청장이 서구청역 대합실에서 아동학대 예방 캠페인에 동참하고 있다. 사진=서구청

인천 서구가 아동학대 예방 캠페인에 동참했다.



구는 제 17회 아동학대예방의 날을 맞이해 지난 15일 아동학대 예방 캠페인에 나섰다고 16일 밝혔다.



캠페인은 서구청역 대합실에서 열렸으며, 인천서부경찰서와 인천서부아동보호전문기관 등 아동학대 유관기관이 함께 참여해 합동으로 진행됐다.



참가자들은 아동학대 예방 관련 안내 및 홍보 물품을 배부하고, 아동학대의 심각성과 예방의 중요성을 알리는 캠페인 활동을 펼쳤다.



서구 관계자는 ""이번 캠페인을 통해 아동학대에 대한 사회적 인식이 개선되고, 아동학대 예방을 위한 주민들의 관심과 참여가 확대되길 바란다""고 말했다.



한편, 인천 서구는 2021년 1월 아동보호팀을 신설한 이후 피해 아동에 대한 신속하고 적절한 보호 조치를 통해 아동의 안전을 지키고 있다.

최기주기자"
"서울 자치경찰위, '무차별 범죄 대응 시민행동요령' 배포","여기도 콜록, 저기도 콜록…'2023 독감 대란' [인싸_이 ..."
제주서 버스가 화물차 추돌...5명 중경상,"오늘(16일) 오후 서귀포시 대정읍에서 발생한 교통사고 현장.(제주소방안전본부 제공)













오늘(16일) 오후 서귀포시 대정읍에서 발생한 교통사고 현장.(제주소방안전본부 제공)

버스가 화물차를 추돌하는 사고가 발생해 5명이 부상을 입었습니다.제주소방안전본부와 서귀포경찰서에 따르면 오늘(16일) 오후 2시쯤 서귀포시 대정읍 한 도로에서 버스가 화물차를 들이받는 사고가 발생했습니다.이 사고로 버스 운전자 A씨가 중상을 입었고, 버스에 타고 있던 승객 3명과 화물차 운전자 B씨도 가벼운 부상을 입고 병원으로 이송됐습니다.경찰은 버스 운전자 A씨가 도로에 멈춰 있던 화물차를 발견하지 못하고 그대로 충격한 것으로 보고 정확한 사고 경위를 조사하고 있습니다.JIBS 제주방송 권민지 ( kmj@jibs.co.kr ) 기자"
"대구경찰, 수능 후 '청소년 선도·보호 활동' 캠페인 전개","(사진=대구경찰)

대구경찰청은 2024학년도 대학수학능력시험 관련 시험장 교통관리 현장 점검울 실시했다. 수능 후에는 청소년 밀집 지역 비행 예방 선도 유관기관 합동 캠페인을 진행한다.

16일 대구경찰에 따르면 수능 아침 대구지역 51개 시험장 중 13개가 몰려 있어 평소보다 교통혼잡이 가중될 것으로 예상되는 수성구 일대 시험장 주변 교통상황을 둘러보고 현장근무자를 격려했다.

대구경찰은 수능 당일 시험장 주변 교통소통을 위해 6시부터 교통경찰 등 562명(경찰 287명, 모범·녹색 275명)과 순찰차 81대, 싸이카 10대를 시험장 주변 주요 교차로에 배치했다.

대구경찰청장은 “수험생들이 편안히 수능 시험을 치를 수 있도록 경찰과 협력단체가 노력해 달라”라고 현장 근무자에게 당부했다.

수능 당일 저녁에는 대구경찰청장, 중부경찰서장, 유관단체 회원 등 90여 명과 함께 청소년들의 음주와 흡연, 신분증 부정 사용과 같은 일탈과 범죄행위를 예방하고 청소년들을 보호하기 위해, 동성로 일대와 클럽 골목 등을 집중적으로 순찰한다.

대구경찰청은 ""‘청소년들을 각종 유해환경으로부터 보호하고 건강하게 성장해 나갈 수 있도록 안전한 환경을 조성하겠다. 각 가정과 학교의 적극적인 관심과 지도를 당부한다""고 말했다.

gwkim@shinailbo.co.kr

저작권자 © 신아일보 무단전재 및 재배포 금지"
"창원해경, 거제 가조도 갯바위 좌초선박 긴급구조","(사진=창원해경)

경남 창원해양경찰서가 16일 오전 거제 가조도 군령포 인근 갯바위에서 좌초된 선박 ㄱ호(1톤급, 연안자망, 거제선적, 승선원 1명)를 긴급 구조했다.

창원해경에 따르면, 좌초선박 ㄱ호는 이날 오전 5시50분경 거제 가조도 군령포항에서 출항한 뒤, 항해 중 전방 주시 소홀로 선저가 갯바위에 얹히면서 움직일 수 없게 됐다.

통영해경을 경유 신고를 접수한 창원해경은 승선원의 안전 확인과 함께 구명조끼 착용을 당부하고 경비함정, 연안구조정, 창원구조대를 사고해역으로 급파해 구조에 나섰으며, 민간구조선의 지원 협조를 요청했다.

현장에 도착한 창원해경은 구조대를 투입해 좌초선박 ㄱ호의 파공부위 및 안전 상태를 확인한 후, 민간구조선의 협조를 받아 ㄱ호를 신속히 이초, 군령포항으로 입항 조치했다.

창원해경 관계자는 “선박 운항 시에는 암초, 갯바위 등 지형지물로 인해 좌초, 충돌 등의 해양사고가 발생할 수 있으니 운항 중 구명조끼를 꼭 착용하고 전방 주시를 잘 해달라“고 했다.

[신아일보] 창원/박민언 기자

mupark@shinailbo.co.kr

저작권자 © 신아일보 무단전재 및 재배포 금지"
"제주 하도리 철새도래지 인근 해상, 수상레저활동 금지구역 지정","화순‧중문‧표선‧신양 등 지정해수욕장 4곳도 개장시기에 한해 지정

제주시 하도리 철새도래지 인근 해상이 수상레저활동 금지 구역으로 지정된다 (사진=서귀포해양경찰서) ⓒ헤드라인제주

제주시 하도리 철새도래지 인근 해상이 수상레저활동 금지구역으로 지정된다.

서귀포해양경찰서(서장 윤태연)는 16일부터 제주시 구좌읍 하도리 하도 철새도래지 수문 인근 해역 등 5곳을 수상레저활동 금지구역 고시로 제정‧발령해 안전관리에 나선다고 밝혔다.

해경 관계자는 ""최근 개인 수상레저활동자가 지속적으로 늘면서 안전사고도 함께 증가함에 따라 기존 공고로 지정된 수상레저활동 금지구역에 대해 법적 구속력을 강화해 안전한 수상레저활동 기반 조성을 통한 사고를 예방하고자 고시를 제정‧발령한다""고 설명했다.

구체적인 수상레저활동 금지구역은 서귀포시 지정해수욕장인 화순‧중문‧표선‧신양해수욕장 수영경계선 안쪽 및 바깥쪽 10m 이내 해상, 제주시 하도리 철새도래지 수문 50m 이내 해상 등 총 5곳이다.

특히, 하도리 철새도래지 수문 인근 해상의 경우 지난해 패들보드를 이용하던 ㄱ씨가 만조시 수문으로 빨려들어가 인명사고로 이어질 뻔한 사례가 있어 위험개소로 추가 발굴한 것으로 알려졌다.

수상레저활동 금지구역이 되면 수상오토바이, 모터보트, 고무보트, 서프보드, 카이트보드 등 수상레저안전법 제2조 4호 및 5호의 모든 종류의 수상레저기구를 운행할 수 없다.

금지기간은 지정해수욕장의 경우 해수욕장 개장기간 동안 해당되며, 하도리 철새도래지 경우 연중이다.

서귀포해경은 16일부터 시행되는 수상레저활동 금지구역 고시에 대해 전자관보‧법령정보시스템‧홈페이지 게시와 공고판 설치 등을 통해 홍보 및 계도‧단속활동을 실시할 방침이다.

서귀포해경 관계자는 ""수상레저 인구 증가에 따라 안전사고도 증가하고 있다""며, ""수상레저활동 금지구역을 준수해 안전하게 활동하는 등 사고 예방을 위하여 적극 협조해달라""고 당부했다.

한편, 수상레저활동 금지구역에서 수상레저활동을 하는 개인‧사업체가 적발되면 수상레저안전법 제64조(과태료) 제1항 제4호에 따라 100만원 이하의 과태료가 부과된다. <헤드라인제주>"
"서울 자치경찰위, '묻지마 범죄' 대응엔 다다다 대응하세요...""달린다·피한다...","서울시가 묻지마 범죄 대응 요령으로 '다다다' 행동요령을 배포한다. [사진=서울시]

서울시 자치경찰위원회(자경위)는 잇따른 묻지마 범죄(이상동기 범죄)에 대응하기 위한 행동요령을 오는 11월 말부터 자치구와 경찰서를 통해 배포한다. 자경위는 다다다(달린다·피한다·신고한다)행동요령을 숙지할 것을 시민들에게 권고했다.시의 이번 조치는 지난 8월 오세훈 서울시장 주재로 열린 ‘무차별범죄 대응 시·자치구 구청장회의’ 결과에 따른 것으로, 당시 회의에선 묻지마 범죄 대응 방법의 하나로 범죄자와 마주친 상황에 대비한 시민행동요령을 시민들에게 배포할 방침이라고 밝힌 바 있다.다다다 행동요령의 주요 내용은 △1단계 빠르게 현장에서 벗어나기 위해 '달리고' △2단계 달리기 어려우면 주변의 안전한 장소로 '피하고' △3단계 안전이 확보되면 112, 119에 전화 또는 문자로 '신고하기' 3단계로 구성됐다.다다다 행동요령은 영국, 프랑스, 미국 등 해외에서 이미 활용하고 있는 테러 대응 행동지침을 참고해 우리나라 실정에 맞도록 재구성됐다.또 시는 다다다 행동요령이 불가능할 긴급한 경우 주변의 의자나 탁자, 소지품 등으로 흉기를 방어할 것을 주문했다. 또 소화기 분사나 뜨거운 음료 뿌리기 등으로 범인의 행동을 일시적으로 불능 상태에 만들어 줄 것을 주문했다.소책자 형태로 제작된 '다다다 행동요령'은 자치구, 경찰서를 통해 이달 말부터 배포될 계획이며, 시민 누구나 서울 자경위 누리집을 통해 전자책으로 내려받을 수 있다.아울러 시는 지자체와 유관기관과도 협조해 지하철, 전광판 등에 다다다 행동요령이 요약된 20초 분량의 영상을 송출하는 등 시민들이 해당 내용을 자주 접해 행동요령을 익힐 수 있도록 할 계획이다.자경위는 ""최근 신림역, 서현역 등에서 발생한 묻지마 범죄와 같은 사건 발생 시 신속한 행동으로 안전을 확보할 수 있도록 지자체 최초로 시민행동요령을 마련했다는 점에서 의미가 있다""고 설명했다.이와관련해 서울시는 긴급상황시 주변에 도움을 요청하고, 경찰 자동 신고 기능도 갖춘 휴대용 SOS 비상벨 '지키미'를 12월 말부터 보급한다지키미는 '휴대용 안심 경보기'와 함께 한 세트로 구성되며, 성폭력·가정폭력·교제폭력·스토킹 등 범죄피해자 및 피해 우려자 1만명에게 우선 지급된다.김학배 서울시 자치경찰위원장은 ""긴급한 상황에서 시민의 안전을 확보하기 위해 마련한 ‘다다다 행동요령’으로 잠재적인 위험 상황에 대비할 수 있도록 홍보를 강화해 나가겠다""며 ""강력범죄가 사회의 안전을 흔들지 못하도록 범죄예방 기반시설 확충과 시민이 함께하는 협력 치안 활동도 지속적으로 확대해 추진하겠다""고 말했다.

©'5개국어 글로벌 경제신문' 아주경제. 무단전재·재배포 금지"
"장흥경찰서, 찾아가는 어르신 교통안전교육 실시","신행희 서장, 경로당 방문 어르신들 요구사항 청취

전남 장흥경찰서가 지난 15일 오전 용산경로당을 방문해 어르신들을 대상으로 찾아가는 교통안전 교육·홍보활동을 전개했다.

신행희 서장이 어르신들의 요구사항을 청취하고 있다. [사진제공=장흥경찰서] AD 원본보기 아이콘

16일 장흥경찰에 따르면 이날 교육은 어르신 30여명을 대상으로 각종 홍보 물품을 배부하며 관내 노인 교통사고 현황, 농번기 교통안전 수칙, 야간 안전 보행 등을 홍보했다.

또한 어르신들의 경찰에 대한 요구사항을 청취하는 시간을 가져 큰 호응을 얻었으며, 교육에 참여한 어르신은 “팔십 평생 경찰서장의 경로당 방문은 처음이라며 감회가 새롭다. 정말 감사하다” 말했다.

신행희 서장은 “어르신들이 안전하게 활동할 수 있도록 노인보호구역 등 교통안전시설 개선, 찾아가는 교통안전 교육을 통해 노인 교통사고 예방에 최선을 다하겠다”고 밝혔다.





호남취재본부 서영서 기자 just8440@asiae.co.kr

"
“한국 여자 다 XX할거야”…백화점 전광판에 성범죄 예고글,"14일 밤 10시쯤 성범죄 예고글 올라와…롯데百, 남대문경찰서에 고소장 제출 예정

서울 롯데백화점 본점 전광판에 여성을 성폭행하겠다는 문구가 게시되는 사건이 벌어졌다.





16일 경찰과 롯데백화점에 따르면 지난 14일 밤 10시쯤 서울 중구 롯데백화점 본점 외벽에 크리스마스 장식과 함께 설치된 전광판에 ‘나 한국 여자 다 강간할 거야’라는 문구가 올라왔다.





영어로 된 같은 내용의 문구도 함께 노출됐다. 지나가는 시민이 QR코드를 통해 메시지를 입력하면 전광판에 띄워주는 이벤트였다.





당시 거리에서 근무하다 이를 발견한 안전 용역 사원이 새로운 메시지를 전송해 밀어냈지만 지나던 시민이 문제의 메시지를 보고 고객센터에 신고를 접수했다.





메시지가 게시된 후 직원이 문제의 해당 메시지를 확인하고 내렸으나 다음날 한 시민이 소셜미디어(SNS)에 유포된 사진을 보고 고객센터에 알려왔다고 롯데백화점 측은 전했다.





롯데백화점은 “비속어 등을 금칙어로 설정한 필터링 시스템이 있었지만 문제의 단어가 걸러지지 않은 것으로 보인다”며 “현재 법률팀에서 고소장 작성을 마치는 대로 서울 남대문경찰서에 제출할 계획”이라고 밝혔다.









©(주) EBN 무단전재 및 재배포 금지"
“범죄 불안 덜어주고 이용도 편해 만족!”,
"""앗, 여기가 아니네""…영주서 고사장 착각한 수험생, 경찰도움으로 무사입실","

16일 영주경찰서 서부지구대 순찰 경찰관이 고사장을 착각한 수험생을 무사히 고사장까지 데려다 줬다

[

헤럴드 대구경북

=

김성권 기자

]

대학수학능력시험일인

16

일 고사장을 착각한 수험생을 영주경찰이 나서 차량을 제공하는등 적극 지원을 펼쳤다

.

이날 오전

7

시

45

분쯤 제일고등학교를 수험장으로 오인하고 근처에서 당황해 하는수험생을 목격한 영주경찰서 서부지구대 석도흥 경위가 순찰차에 태워 고사장인 영광고등학교로 안전하게 이동시켰다

.

이어 오전

7

시

48

분쯤에는 어머니 차를 타고 영주 영광여고를 수험장으로 착각하고 잘못 찾아간 수험생을 영주경찰서 서부지구대 김영태 경위가 영광고까지 순찰차로 에스코트해 데려다줬다

.

수험생 어머니

A

씨는

”

아들 인생이 걸린 긴박한 상황에 경찰관의 도움으로 늦지않게 고사장에 도착해 무사히 입실까지 하게됐다

“

며 감사의 마음을 전했다

.

올해 수능은 코로나

19

발생 이후 치러지는 네 번째 수능이다

.



지난해와 마찬가지로 1 교시 국어영역 , 2 교시 수학영역 , 3 교시 영어영역 , 4 교시 한국사 및 탐구 ( 사회 · 과학 · 직업 ) 영역 , 5 교시 제 2 외국어 / 한문영역 순으로 진행된다 .





경북은

73

개 시험장에서 오전

8

시

40

분부터 수능이 치러졌다

.

경북지역 수험생은

1

만

9568

명으로 지난해보다

309

명 감소했다

.

강력한 방역조치 속에 치러졌던

2021

∼

2023

학년도 수능과 달리 응시생들은

4

년 만에 마스크를 쓰지 않은 채 시험을 볼 수 있다

.

코로나

19

확진자를 위한 별도 시험장이 없어 확진자도 일반 수험생과 같은 교실에서 시험을 치르게 된다

.

한국교육과정평가원은 확진자의 경우

KF94,

의심 증상이 있는 경우

KF80

이상의 보건용 마스크를 쓸 것을 적극 권고하고

,

확진자는 시험장에 별도로 마련된 장소에서 점심을 먹는 것을 권고했다

.

성적 통지표는

12

월

8

일 수험생에게 배부된다

.



ksg@heraldcorp.com"
